"uri","movie","year","star"
"http://dbpedia.org/resource/Miller's_Crossing","Miller's Crossing","1990 films","Gabriel Byrne"
"http://dbpedia.org/resource/Mulan_(1998_film)","Mulan (1998 film)","1998 films","Gedde Watanabe"
"http://dbpedia.org/resource/Leaving_Las_Vegas","Leaving Las Vegas","1995 films","Julian Sands"
"http://dbpedia.org/resource/Lara_Croft:_Tomb_Raider","Lara Croft: Tomb Raider","2001 films","Daniel Craig"
"http://dbpedia.org/resource/Metropolis_(1927_film)","Metropolis (1927 film)","1927 films","Rudolf Klein-Rogge"
"http://dbpedia.org/resource/Léon:_The_Professional","Léon: The Professional","1994 films","Gary Oldman"
"http://dbpedia.org/resource/Mulan_(1998_film)","Mulan (1998 film)","1998 films","Harvey Fierstein"
"http://dbpedia.org/resource/Lara_Croft:_Tomb_Raider","Lara Croft: Tomb Raider","2001 films","Angelina Jolie"
"http://dbpedia.org/resource/Lara_Croft:_Tomb_Raider","Lara Croft: Tomb Raider","2001 films","Iain Glen"
"http://dbpedia.org/resource/Miller's_Crossing","Miller's Crossing","1990 films","Jon Polito"
"http://dbpedia.org/resource/Metropolis_(1927_film)","Metropolis (1927 film)","1927 films","Alfred Abel"
"http://dbpedia.org/resource/Night_of_the_Living_Dead","Night of the Living Dead","1968 films","Judith Ridley"
"http://dbpedia.org/resource/On_the_Waterfront","On the Waterfront","1954 films","Lee J. Cobb"
"http://dbpedia.org/resource/On_the_Waterfront","On the Waterfront","1954 films","Marlon Brando"
"http://dbpedia.org/resource/Night_of_the_Living_Dead","Night of the Living Dead","1968 films","Judith O'Dea"
"http://dbpedia.org/resource/Night_of_the_Living_Dead","Night of the Living Dead","1968 films","Keith Wayne"
"http://dbpedia.org/resource/On_the_Waterfront","On the Waterfront","1954 films","Eva Marie Saint"
"http://dbpedia.org/resource/Night_of_the_Living_Dead","Night of the Living Dead","1968 films","Duane Jones"
"http://dbpedia.org/resource/Night_of_the_Living_Dead","Night of the Living Dead","1968 films","Karl Hardman"
"http://dbpedia.org/resource/Night_of_the_Living_Dead","Night of the Living Dead","1968 films","Marilyn Eastman"
"http://dbpedia.org/resource/Mulan_(1998_film)","Mulan (1998 film)","1998 films","BD Wong"
"http://dbpedia.org/resource/Mission:_Impossible","Mission: Impossible",,"Leonard Nimoy"
"http://dbpedia.org/resource/Knight_Rider_(1982_TV_series)","Knight Rider (1982 TV series)",,"David Hasselhoff"
"http://dbpedia.org/resource/Mission:_Impossible","Mission: Impossible",,"Peter Graves"
"http://dbpedia.org/resource/Mission:_Impossible","Mission: Impossible",,"Lesley Ann Warren"
"http://dbpedia.org/resource/Knight_Rider_(1982_TV_series)","Knight Rider (1982 TV series)",,"Patricia McPherson"
"http://dbpedia.org/resource/Mission:_Impossible","Mission: Impossible",,"Steven Hill"
"http://dbpedia.org/resource/Mission:_Impossible","Mission: Impossible",,"Greg Morris"
"http://dbpedia.org/resource/Knight_Rider_(1982_TV_series)","Knight Rider (1982 TV series)",,"Peter Parros"
"http://dbpedia.org/resource/Knight_Rider_(1982_TV_series)","Knight Rider (1982 TV series)",,"Edward Mulhare"
"http://dbpedia.org/resource/Knight_Rider_(1982_TV_series)","Knight Rider (1982 TV series)",,"Rebecca Holden"
"http://dbpedia.org/resource/Mission:_Impossible","Mission: Impossible",,"Martin Landau"
"http://dbpedia.org/resource/Mission:_Impossible","Mission: Impossible",,"Peter Lupus"
"http://dbpedia.org/resource/Mission:_Impossible","Mission: Impossible",,"Sam Elliott"
"http://dbpedia.org/resource/Mission:_Impossible","Mission: Impossible",,"Lynda Day George"
"http://dbpedia.org/resource/I'm_Sorry,_I'll_Read_That_Again","I'm Sorry, I'll Read That Again",,"Jo Kendall"
"http://dbpedia.org/resource/Mission:_Impossible","Mission: Impossible",,"Barbara Anderson (actress)"
"http://dbpedia.org/resource/Mission:_Impossible","Mission: Impossible",,"Barbara Bain"
"http://dbpedia.org/resource/San_Francisco_(1936_film)","San Francisco (1936 film)","1936 films","Clark Gable"
"http://dbpedia.org/resource/Return_of_the_Jedi","Return of the Jedi","1983 films","Harrison Ford"
"http://dbpedia.org/resource/San_Francisco_(1936_film)","San Francisco (1936 film)","1936 films","Spencer Tracy"
"http://dbpedia.org/resource/Salò,_or_the_120_Days_of_Sodom","Salò, or the 120 Days of Sodom","1975 films","Elsa De Giorgi"
"http://dbpedia.org/resource/Salò,_or_the_120_Days_of_Sodom","Salò, or the 120 Days of Sodom","1975 films","Aldo Valletti"
"http://dbpedia.org/resource/Return_of_the_Jedi","Return of the Jedi","1983 films","Frank Oz"
"http://dbpedia.org/resource/San_Francisco_(1936_film)","San Francisco (1936 film)","1936 films","Jack Holt (actor)"
"http://dbpedia.org/resource/Reds_(film)","Reds (film)","1981 films","Paul Sorvino"
"http://dbpedia.org/resource/Rocky","Rocky","1976 films","Carl Weathers"
"http://dbpedia.org/resource/Reds_(film)","Reds (film)","1981 films","Jerzy Kosinski"
"http://dbpedia.org/resource/On_the_Waterfront","On the Waterfront","1954 films","Rod Steiger"
"http://dbpedia.org/resource/Rocky","Rocky","1976 films","Burgess Meredith"
"http://dbpedia.org/resource/Reds_(film)","Reds (film)","1981 films","Edward Herrmann"
"http://dbpedia.org/resource/On_the_Waterfront","On the Waterfront","1954 films","Karl Malden"
"http://dbpedia.org/resource/Return_of_the_Jedi","Return of the Jedi","1983 films","Peter Mayhew"
"http://dbpedia.org/resource/Return_of_the_Jedi","Return of the Jedi","1983 films","Anthony Daniels"
"http://dbpedia.org/resource/Return_of_the_Jedi","Return of the Jedi","1983 films","Carrie Fisher"
"http://dbpedia.org/resource/Reds_(film)","Reds (film)","1981 films","Diane Keaton"
"http://dbpedia.org/resource/Return_of_the_Jedi","Return of the Jedi","1983 films","Kenny Baker (English actor)"
"http://dbpedia.org/resource/Return_of_the_Jedi","Return of the Jedi","1983 films","David Prowse"
"http://dbpedia.org/resource/Rocky","Rocky","1976 films","Burt Young"
"http://dbpedia.org/resource/Salò,_or_the_120_Days_of_Sodom","Salò, or the 120 Days of Sodom","1975 films","Caterina Boratto"
"http://dbpedia.org/resource/Rocky","Rocky","1976 films","Talia Shire"
"http://dbpedia.org/resource/San_Francisco_(1936_film)","San Francisco (1936 film)","1936 films","Ted Healy"
"http://dbpedia.org/resource/Reds_(film)","Reds (film)","1981 films","Maureen Stapleton"
"http://dbpedia.org/resource/Return_of_the_Jedi","Return of the Jedi","1983 films","Billy Dee Williams"
"http://dbpedia.org/resource/Return_of_the_Jedi","Return of the Jedi","1983 films","Mark Hamill"
"http://dbpedia.org/resource/Salò,_or_the_120_Days_of_Sodom","Salò, or the 120 Days of Sodom","1975 films","Paolo Bonacelli"
"http://dbpedia.org/resource/Reds_(film)","Reds (film)","1981 films","Jack Nicholson"
"http://dbpedia.org/resource/Salò,_or_the_120_Days_of_Sodom","Salò, or the 120 Days of Sodom","1975 films","Inès Pellegrini"
"http://dbpedia.org/resource/Soylent_Green","Soylent Green","1973 films","Charlton Heston"
"http://dbpedia.org/resource/Saturday_Night_Fever","Saturday Night Fever","1977 films","John Travolta"
"http://dbpedia.org/resource/Saturday_Night_Fever","Saturday Night Fever","1977 films","Barry Miller (actor)"
"http://dbpedia.org/resource/Scared_to_Death","Scared to Death","1947 films","George Zucco"
"http://dbpedia.org/resource/Soylent_Green","Soylent Green","1973 films","Edward G. Robinson"
"http://dbpedia.org/resource/Saturday_Night_Fever","Saturday Night Fever","1977 films","Donna Pescow"
"http://dbpedia.org/resource/Stargate_SG-1","Stargate SG-1","1997 films","Don S. Davis"
"http://dbpedia.org/resource/Scared_to_Death","Scared to Death","1947 films","Bela Lugosi"
"http://dbpedia.org/resource/Stargate_SG-1","Stargate SG-1","1997 films","Amanda Tapping"
"http://dbpedia.org/resource/THX_1138","THX 1138","1971 films","Donald Pleasence"
"http://dbpedia.org/resource/Stargate_SG-1","Stargate SG-1","1997 films","Corin Nemec"
"http://dbpedia.org/resource/Stargate_SG-1","Stargate SG-1","1997 films","Tony Amendola"
"http://dbpedia.org/resource/THX_1138","THX 1138","1971 films","Ian Wolfe"
"http://dbpedia.org/resource/Stargate_SG-1","Stargate SG-1","1997 films","Claudia Black"
"http://dbpedia.org/resource/Stargate_SG-1","Stargate SG-1","1997 films","Richard Dean Anderson"
"http://dbpedia.org/resource/Saturday_Night_Fever","Saturday Night Fever","1977 films","Joseph Cali"
"http://dbpedia.org/resource/Stargate_SG-1","Stargate SG-1","1997 films","Carmen Argenziano"
"http://dbpedia.org/resource/Stargate_SG-1","Stargate SG-1","1997 films","Christopher Judge"
"http://dbpedia.org/resource/Saturday_Night_Fever","Saturday Night Fever","1977 films","Fran Drescher"
"http://dbpedia.org/resource/Stargate_SG-1","Stargate SG-1","1997 films","Michael Shanks"
"http://dbpedia.org/resource/Saturday_Night_Fever","Saturday Night Fever","1977 films","Karen Lynn Gorney"
"http://dbpedia.org/resource/Stargate_SG-1","Stargate SG-1","1997 films","Teryl Rothery"
"http://dbpedia.org/resource/THX_1138","THX 1138","1971 films","Robert Duvall"
"http://dbpedia.org/resource/THX_1138","THX 1138","1971 films","Maggie McOmie"
"http://dbpedia.org/resource/THX_1138","THX 1138","1971 films","Don Pedro Colley"
"http://dbpedia.org/resource/Stargate_SG-1","Stargate SG-1","1997 films","Ben Browder"
"http://dbpedia.org/resource/San_Francisco_(1936_film)","San Francisco (1936 film)","1936 films","Jessie Ralph"
"http://dbpedia.org/resource/Stargate_SG-1","Stargate SG-1","1997 films","Beau Bridges"
"http://dbpedia.org/resource/Scared_to_Death","Scared to Death","1947 films","Molly Lamont"
"http://dbpedia.org/resource/Saturday_Night_Fever","Saturday Night Fever","1977 films","Julie Bovasso"
"http://dbpedia.org/resource/San_Francisco_(1936_film)","San Francisco (1936 film)","1936 films","Jeanette MacDonald"
"http://dbpedia.org/resource/Soylent_Green","Soylent Green","1973 films","Leigh Taylor-Young"
"http://dbpedia.org/resource/Scared_to_Death","Scared to Death","1947 films","Nat Pendleton"
"http://dbpedia.org/resource/Saturday_Night_Fever","Saturday Night Fever","1977 films","Bruce Ornstein"
"http://dbpedia.org/resource/Saturday_Night_Fever","Saturday Night Fever","1977 films","Martin Shakar"
"http://dbpedia.org/resource/Saturday_Night_Fever","Saturday Night Fever","1977 films","Paul Pape"
"http://dbpedia.org/resource/Round_the_Horne","Round the Horne",,"Betty Marsden"
"http://dbpedia.org/resource/Round_the_Horne","Round the Horne",,"Kenneth Horne"
"http://dbpedia.org/resource/Round_the_Horne","Round the Horne",,"Kenneth Williams"
"http://dbpedia.org/resource/Star_Trek:_Phase_II","Star Trek: Phase II",,"Majel Barrett"
"http://dbpedia.org/resource/Quantum_Leap","Quantum Leap",,"Scott Bakula"
"http://dbpedia.org/resource/The_A-Team","The A-Team",,"Dirk Benedict"
"http://dbpedia.org/resource/The_A-Team","The A-Team",,"Dwight Schultz"
"http://dbpedia.org/resource/The_A-Team","The A-Team",,"George Peppard"
"http://dbpedia.org/resource/Star_Trek:_Phase_II","Star Trek: Phase II",,"Persis Khambatta"
"http://dbpedia.org/resource/Round_the_Horne","Round the Horne",,"Bill Pertwee"
"http://dbpedia.org/resource/Teletubbies","Teletubbies",,"Dave Thompson (comedian)"
"http://dbpedia.org/resource/Star_Trek:_Phase_II","Star Trek: Phase II",,"DeForest Kelley"
"http://dbpedia.org/resource/Round_the_Horne","Round the Horne",,"Hugh Paddick"
"http://dbpedia.org/resource/Star_Trek:_Phase_II","Star Trek: Phase II",,"James Doohan"
"http://dbpedia.org/resource/Teletubbies","Teletubbies",,"John Simmit"
"http://dbpedia.org/resource/Star_Trek:_Phase_II","Star Trek: Phase II",,"David Gautreaux"
"http://dbpedia.org/resource/Star_Trek:_Phase_II","Star Trek: Phase II",,"George Takei"
"http://dbpedia.org/resource/Star_Trek:_Phase_II","Star Trek: Phase II",,"Nichelle Nichols"
"http://dbpedia.org/resource/Star_Trek:_Phase_II","Star Trek: Phase II",,"Walter Koenig"
"http://dbpedia.org/resource/Teletubbies","Teletubbies",,"Nikky Smedley"
"http://dbpedia.org/resource/Teletubbies","Teletubbies",,"Simon Shelton"
"http://dbpedia.org/resource/Star_Trek:_Phase_II","Star Trek: Phase II",,"William Shatner"
"http://dbpedia.org/resource/Teletubbies","Teletubbies",,"Jeremiah Krage"
"http://dbpedia.org/resource/Teletubbies","Teletubbies",,"Nick Kellington"
"http://dbpedia.org/resource/Teletubbies","Teletubbies",,"Rachelle Beinart"
"http://dbpedia.org/resource/Quantum_Leap","Quantum Leap",,"Dean Stockwell"
"http://dbpedia.org/resource/Star_Trek:_Phase_II","Star Trek: Phase II",,"Grace Lee Whitney"
"http://dbpedia.org/resource/Teletubbies","Teletubbies",,"Pui Fan Lee"
"http://dbpedia.org/resource/Teletubbies","Teletubbies",,"Rebecca Hyland"
"http://dbpedia.org/resource/The_Big_Country","The Big Country","1958 films","Charlton Heston"
"http://dbpedia.org/resource/The_Big_Country","The Big Country","1958 films","Carroll Baker"
"http://dbpedia.org/resource/The_Big_Country","The Big Country","1958 films","Jean Simmons"
"http://dbpedia.org/resource/The_Breakfast_Club","The Breakfast Club","1985 films","Anthony Michael Hall"
"http://dbpedia.org/resource/The_Big_Country","The Big Country","1958 films","Burl Ives"
"http://dbpedia.org/resource/The_Best_Years_of_Our_Lives","The Best Years of Our Lives","1946 films","Teresa Wright"
"http://dbpedia.org/resource/The_Best_Years_of_Our_Lives","The Best Years of Our Lives","1946 films","Harold Russell"
"http://dbpedia.org/resource/The_Apartment","The Apartment","1960 films","Jack Lemmon"
"http://dbpedia.org/resource/The_Apartment","The Apartment","1960 films","Jack Kruschen"
"http://dbpedia.org/resource/The_Big_Fisherman","The Big Fisherman","1959 films","Susan Kohner"
"http://dbpedia.org/resource/The_Big_Fisherman","The Big Fisherman","1959 films","Herbert Lom"
"http://dbpedia.org/resource/The_Apartment","The Apartment","1960 films","Fred MacMurray"
"http://dbpedia.org/resource/The_Best_Years_of_Our_Lives","The Best Years of Our Lives","1946 films","Fredric March"
"http://dbpedia.org/resource/The_Big_Country","The Big Country","1958 films","Gregory Peck"
"http://dbpedia.org/resource/The_Breakfast_Club","The Breakfast Club","1985 films","Molly Ringwald"
"http://dbpedia.org/resource/The_Best_Years_of_Our_Lives","The Best Years of Our Lives","1946 films","Dana Andrews"
"http://dbpedia.org/resource/The_Big_Fisherman","The Big Fisherman","1959 films","Howard Keel"
"http://dbpedia.org/resource/The_Best_Years_of_Our_Lives","The Best Years of Our Lives","1946 films","Myrna Loy"
"http://dbpedia.org/resource/The_Apartment","The Apartment","1960 films","Shirley MacLaine"
"http://dbpedia.org/resource/The_Best_Years_of_Our_Lives","The Best Years of Our Lives","1946 films","Virginia Mayo"
"http://dbpedia.org/resource/The_Big_Fisherman","The Big Fisherman","1959 films","Martha Hyer"
"http://dbpedia.org/resource/The_Breakfast_Club","The Breakfast Club","1985 films","Judd Nelson"
"http://dbpedia.org/resource/The_Big_Fisherman","The Big Fisherman","1959 films","John Saxon (actor)"
"http://dbpedia.org/resource/The_Big_Country","The Big Country","1958 films","Charles Bickford"
"http://dbpedia.org/resource/The_Breakfast_Club","The Breakfast Club","1985 films","Emilio Estevez"
"http://dbpedia.org/resource/The_Breakfast_Club","The Breakfast Club","1985 films","Ally Sheedy"
"http://dbpedia.org/resource/The_Breakfast_Club","The Breakfast Club","1985 films","Paul Gleason"
"http://dbpedia.org/resource/The_Big_Country","The Big Country","1958 films","Chuck Connors"
"http://dbpedia.org/resource/The_Hollywood_Revue_of_1929","The Hollywood Revue of 1929","1929 films","Buster Keaton"
"http://dbpedia.org/resource/The_Graduate","The Graduate","1967 films","Dustin Hoffman"
"http://dbpedia.org/resource/The_Hollywood_Revue_of_1929","The Hollywood Revue of 1929","1929 films","Joan Crawford"
"http://dbpedia.org/resource/The_Day_After","The Day After","1983 films","John Cullum"
"http://dbpedia.org/resource/The_Hollywood_Revue_of_1929","The Hollywood Revue of 1929","1929 films","Anita Page"
"http://dbpedia.org/resource/The_Crying_Game","The Crying Game","1992 films","Forest Whitaker"
"http://dbpedia.org/resource/The_Graduate","The Graduate","1967 films","Katharine Ross"
"http://dbpedia.org/resource/The_Great_Ziegfeld","The Great Ziegfeld","1936 films","Luise Rainer"
"http://dbpedia.org/resource/The_Hollywood_Revue_of_1929","The Hollywood Revue of 1929","1929 films","Marie Dressler"
"http://dbpedia.org/resource/The_Day_After","The Day After","1983 films","JoBeth Williams"
"http://dbpedia.org/resource/The_Incredible_Shrinking_Man","The Incredible Shrinking Man","1957 films","Randy Stuart"
"http://dbpedia.org/resource/The_Incredible_Shrinking_Man","The Incredible Shrinking Man","1957 films","Billy Curtis"
"http://dbpedia.org/resource/The_Incredible_Shrinking_Man","The Incredible Shrinking Man","1957 films","Grant Williams"
"http://dbpedia.org/resource/The_Crying_Game","The Crying Game","1992 films","Miranda Richardson"
"http://dbpedia.org/resource/The_Graduate","The Graduate","1967 films","Anne Bancroft"
"http://dbpedia.org/resource/The_Hollywood_Revue_of_1929","The Hollywood Revue of 1929","1929 films","Gus Edwards"
"http://dbpedia.org/resource/The_Crying_Game","The Crying Game","1992 films","Stephen Rea"
"http://dbpedia.org/resource/The_Great_Ziegfeld","The Great Ziegfeld","1936 films","William Powell"
"http://dbpedia.org/resource/The_Incredible_Shrinking_Man","The Incredible Shrinking Man","1957 films","Paul Langton"
"http://dbpedia.org/resource/The_Hollywood_Revue_of_1929","The Hollywood Revue of 1929","1929 films","John Gilbert (actor)"
"http://dbpedia.org/resource/The_Hollywood_Revue_of_1929","The Hollywood Revue of 1929","1929 films","Jack Benny"
"http://dbpedia.org/resource/The_Hollywood_Revue_of_1929","The Hollywood Revue of 1929","1929 films","Norma Shearer"
"http://dbpedia.org/resource/The_Hollywood_Revue_of_1929","The Hollywood Revue of 1929","1929 films","Oliver Hardy"
"http://dbpedia.org/resource/The_Crying_Game","The Crying Game","1992 films","Jaye Davidson"
"http://dbpedia.org/resource/The_Hollywood_Revue_of_1929","The Hollywood Revue of 1929","1929 films","Marion Davies"
"http://dbpedia.org/resource/The_Great_Ziegfeld","The Great Ziegfeld","1936 films","Myrna Loy"
