"uri","band_name","member_name","former_member_name","hometown_name","year"
"http://dbpedia.org/resource/Billy_Joel_Band","Billy Joel Band","Crystal Taliefero","Liberty DeVitto",,
"http://dbpedia.org/resource/Billy_Joel_Band","Billy Joel Band","Crystal Taliefero","Richie Cannata",,
"http://dbpedia.org/resource/Billy_Joel_Band","Billy Joel Band","Crystal Taliefero","Russell Javors",,
"http://dbpedia.org/resource/Billy_Joel_Band","Billy Joel Band","Crystal Taliefero","Larry Russell (bassist)",,
"http://dbpedia.org/resource/Billy_Joel_Band","Billy Joel Band","Mark Rivera","Tom Wolk",,
"http://dbpedia.org/resource/Billy_Joel_Band","Billy Joel Band","Mark Rivera","Rhys Clark",,
"http://dbpedia.org/resource/Billy_Joel_Band","Billy Joel Band","Mark Rivera","Ron Tutt",,
"http://dbpedia.org/resource/Billy_Joel_Band","Billy Joel Band","Mark Rivera","Doug Stegmeyer",,
"http://dbpedia.org/resource/Billy_Joel_Band","Billy Joel Band","Mark Rivera","Liberty DeVitto",,
"http://dbpedia.org/resource/Billy_Joel_Band","Billy Joel Band","Mark Rivera","Richie Cannata",,
"http://dbpedia.org/resource/Billy_Joel_Band","Billy Joel Band","Mark Rivera","Russell Javors",,
"http://dbpedia.org/resource/Billy_Joel_Band","Billy Joel Band","Mark Rivera","Larry Russell (bassist)",,
"http://dbpedia.org/resource/Cheap_Wine","Cheap Wine","Vocals","Drum kit",,
"http://dbpedia.org/resource/Ben_Granfelt_Band","Ben Granfelt Band","Robert Engstrand","Lauri Porra",,
"http://dbpedia.org/resource/Light_FM_(band)","Light FM (band)","Josiah Mazzaschi","Nicole Fiorentino","Chicago",1999
"http://dbpedia.org/resource/Light_FM_(band)","Light FM (band)","Josiah Mazzaschi","Nicole Fiorentino","Los Angeles",1999
"http://dbpedia.org/resource/MiRthkon","MiRthkon","Matt Lebofsky","Aram Shelton","Oakland, California",2005
"http://dbpedia.org/resource/Kings_of_the_Sun_(band)","Kings of the Sun (band)","Rollerball (band)","The Screaming Tribesmen","Sydney",1982
"http://dbpedia.org/resource/Kings_of_the_Sun_(band)","Kings of the Sun (band)","Rollerball (band)","Bob Spencer","Sydney",1982
"http://dbpedia.org/resource/Kings_of_the_Sun_(band)","Kings of the Sun (band)","Rollerball (band)","Uncanny X-Men (band)","Sydney",1982
"http://dbpedia.org/resource/Bobby_Joe_Ebola_and_the_Children_MacNuggits","Bobby Joe Ebola and the Children MacNuggits","Craig Billmeier","Robert Eggplant","Pinole, California",1995
"http://dbpedia.org/resource/MiRthkon","MiRthkon","Wally Scharold","Aram Shelton","Oakland, California",2005
"http://dbpedia.org/resource/The_Real_Nasty","The Real Nasty","Drums","Drums",,
"http://dbpedia.org/resource/The_Real_Nasty","The Real Nasty","Drums","Electric Guitar",,
"http://dbpedia.org/resource/The_Real_Nasty","The Real Nasty","Upright Bass","Drums",,
"http://dbpedia.org/resource/The_Real_Nasty","The Real Nasty","Upright Bass","Electric Guitar",,
"http://dbpedia.org/resource/Hypnotic_Clambake","Hypnotic Clambake","Maury Rosenberg","Paul Amorese",,
"http://dbpedia.org/resource/Hypnotic_Clambake","Hypnotic Clambake","Maury Rosenberg","Billy Constable",,
"http://dbpedia.org/resource/Hypnotic_Clambake","Hypnotic Clambake","Maury Rosenberg","Nicky Sanders",,
"http://dbpedia.org/resource/Kat_Men","Kat Men","Darrel Higham","Gilby Clarke",,
"http://dbpedia.org/resource/The_Real_Nasty","The Real Nasty","Vox (musical equipment)","Electric Guitar",,
"http://dbpedia.org/resource/The_Real_Nasty","The Real Nasty","Vox (musical equipment)","Drums",,
"http://dbpedia.org/resource/Kat_Men","Kat Men","Slim Jim Phantom","Gilby Clarke",,
"http://dbpedia.org/resource/The_Real_Nasty","The Real Nasty","Electric Guitar","Drums",,
"http://dbpedia.org/resource/The_Real_Nasty","The Real Nasty","Electric Guitar","Electric Guitar",,
"http://dbpedia.org/resource/Ultralyd","Ultralyd","Anders Hana","Frode Gjerstad","Stavanger",2004
"http://dbpedia.org/resource/Ultralyd","Ultralyd","Kjetil Møster","Frode Gjerstad","Stavanger",2004
"http://dbpedia.org/resource/'68_Comeback","'68 Comeback","Monsieur Jeffrey Evans","Walter Daniels","Memphis, Tennessee",1992
"http://dbpedia.org/resource/'68_Comeback","'68 Comeback","Monsieur Jeffrey Evans","Eric Friedl","Memphis, Tennessee",1992
"http://dbpedia.org/resource/'68_Comeback","'68 Comeback","Monsieur Jeffrey Evans","Jeff Bouck","Memphis, Tennessee",1992
"http://dbpedia.org/resource/'68_Comeback","'68 Comeback","Monsieur Jeffrey Evans","Greg Cartwright","Memphis, Tennessee",1992
"http://dbpedia.org/resource/'68_Comeback","'68 Comeback","Monsieur Jeffrey Evans","Jack Yarber","Memphis, Tennessee",1992
"http://dbpedia.org/resource/'68_Comeback","'68 Comeback","Monsieur Jeffrey Evans","Jack Taylor (musician)","Memphis, Tennessee",1992
"http://dbpedia.org/resource/'68_Comeback","'68 Comeback","Jeff Bouck","Eric Friedl","Memphis, Tennessee",1992
"http://dbpedia.org/resource/'68_Comeback","'68 Comeback","Jeff Bouck","Jeff Bouck","Memphis, Tennessee",1992
"http://dbpedia.org/resource/'68_Comeback","'68 Comeback","Jeff Bouck","Jack Taylor (musician)","Memphis, Tennessee",1992
"http://dbpedia.org/resource/'68_Comeback","'68 Comeback","Jeff Bouck","Greg Cartwright","Memphis, Tennessee",1992
"http://dbpedia.org/resource/'68_Comeback","'68 Comeback","Jeff Bouck","Jack Yarber","Memphis, Tennessee",1992
"http://dbpedia.org/resource/'68_Comeback","'68 Comeback","Jeff Bouck","Walter Daniels","Memphis, Tennessee",1992
"http://dbpedia.org/resource/AC/DC","AC/DC","Stevie Young","Mark Evans (musician)","Sydney",1973
"http://dbpedia.org/resource/AC/DC","AC/DC","Stevie Young","Simon Wright (musician)","Sydney",1973
"http://dbpedia.org/resource/AC/DC","AC/DC","Stevie Young","Bon Scott","Sydney",1973
"http://dbpedia.org/resource/AC/DC","AC/DC","Stevie Young","Brian Johnson","Sydney",1973
"http://dbpedia.org/resource/AC/DC","AC/DC","Stevie Young","Malcolm Young","Sydney",1973
"http://dbpedia.org/resource/AC/DC","AC/DC","Stevie Young","Phil Rudd","Sydney",1973
"http://dbpedia.org/resource/AC/DC","AC/DC","Stevie Young","Cliff Williams","Sydney",1973
"http://dbpedia.org/resource/AC/DC","AC/DC","Stevie Young","Dave Evans (singer)","Sydney",1973
"http://dbpedia.org/resource/Bachman–Turner_Overdrive","Bachman–Turner Overdrive","Fred Turner (musician)","Garry Peterson","Winnipeg",1973
"http://dbpedia.org/resource/Bachman–Turner_Overdrive","Bachman–Turner Overdrive","Fred Turner (musician)","Randy Murray","Winnipeg",1973
"http://dbpedia.org/resource/Bachman–Turner_Overdrive","Bachman–Turner Overdrive","Fred Turner (musician)","Robbie Bachman","Winnipeg",1973
"http://dbpedia.org/resource/Bachman–Turner_Overdrive","Bachman–Turner Overdrive","Fred Turner (musician)","Tim Bachman","Winnipeg",1973
"http://dbpedia.org/resource/Bachman–Turner_Overdrive","Bachman–Turner Overdrive","Fred Turner (musician)","Jim Clench","Winnipeg",1973
"http://dbpedia.org/resource/Bachman–Turner_Overdrive","Bachman–Turner Overdrive","Fred Turner (musician)","Blair Thornton","Winnipeg",1973
"http://dbpedia.org/resource/Bachman–Turner_Overdrive","Bachman–Turner Overdrive","Randy Bachman","Garry Peterson","Winnipeg",1973
"http://dbpedia.org/resource/Bachman–Turner_Overdrive","Bachman–Turner Overdrive","Randy Bachman","Randy Murray","Winnipeg",1973
"http://dbpedia.org/resource/Bachman–Turner_Overdrive","Bachman–Turner Overdrive","Randy Bachman","Robbie Bachman","Winnipeg",1973
"http://dbpedia.org/resource/Bachman–Turner_Overdrive","Bachman–Turner Overdrive","Randy Bachman","Tim Bachman","Winnipeg",1973
"http://dbpedia.org/resource/Bachman–Turner_Overdrive","Bachman–Turner Overdrive","Randy Bachman","Jim Clench","Winnipeg",1973
"http://dbpedia.org/resource/Bachman–Turner_Overdrive","Bachman–Turner Overdrive","Randy Bachman","Blair Thornton","Winnipeg",1973
"http://dbpedia.org/resource/AC/DC","AC/DC","Angus Young","Mark Evans (musician)","Sydney",1973
"http://dbpedia.org/resource/AC/DC","AC/DC","Angus Young","Simon Wright (musician)","Sydney",1973
"http://dbpedia.org/resource/AC/DC","AC/DC","Angus Young","Bon Scott","Sydney",1973
"http://dbpedia.org/resource/AC/DC","AC/DC","Angus Young","Brian Johnson","Sydney",1973
"http://dbpedia.org/resource/AC/DC","AC/DC","Angus Young","Malcolm Young","Sydney",1973
"http://dbpedia.org/resource/AC/DC","AC/DC","Angus Young","Phil Rudd","Sydney",1973
"http://dbpedia.org/resource/AC/DC","AC/DC","Angus Young","Cliff Williams","Sydney",1973
"http://dbpedia.org/resource/AC/DC","AC/DC","Angus Young","Dave Evans (singer)","Sydney",1973
"http://dbpedia.org/resource/AC/DC","AC/DC","Chris Slade","Mark Evans (musician)","Sydney",1973
"http://dbpedia.org/resource/AC/DC","AC/DC","Chris Slade","Simon Wright (musician)","Sydney",1973
"http://dbpedia.org/resource/AC/DC","AC/DC","Chris Slade","Bon Scott","Sydney",1973
"http://dbpedia.org/resource/AC/DC","AC/DC","Chris Slade","Brian Johnson","Sydney",1973
"http://dbpedia.org/resource/AC/DC","AC/DC","Chris Slade","Malcolm Young","Sydney",1973
"http://dbpedia.org/resource/AC/DC","AC/DC","Chris Slade","Phil Rudd","Sydney",1973
"http://dbpedia.org/resource/AC/DC","AC/DC","Chris Slade","Cliff Williams","Sydney",1973
"http://dbpedia.org/resource/AC/DC","AC/DC","Chris Slade","Dave Evans (singer)","Sydney",1973
"http://dbpedia.org/resource/AC/DC","AC/DC","Axl Rose","Mark Evans (musician)","Sydney",1973
"http://dbpedia.org/resource/AC/DC","AC/DC","Axl Rose","Simon Wright (musician)","Sydney",1973
"http://dbpedia.org/resource/AC/DC","AC/DC","Axl Rose","Bon Scott","Sydney",1973
"http://dbpedia.org/resource/AC/DC","AC/DC","Axl Rose","Brian Johnson","Sydney",1973
"http://dbpedia.org/resource/AC/DC","AC/DC","Axl Rose","Malcolm Young","Sydney",1973
"http://dbpedia.org/resource/AC/DC","AC/DC","Axl Rose","Phil Rudd","Sydney",1973
"http://dbpedia.org/resource/AC/DC","AC/DC","Axl Rose","Cliff Williams","Sydney",1973
"http://dbpedia.org/resource/AC/DC","AC/DC","Axl Rose","Dave Evans (singer)","Sydney",1973
"http://dbpedia.org/resource/Average_White_Band","Average White Band","Alan Gorrie","Molly Duncan (musician)","Dundee",1972
"http://dbpedia.org/resource/Average_White_Band","Average White Band","Alan Gorrie","Hamish Stuart","Dundee",1972
"http://dbpedia.org/resource/Average_White_Band","Average White Band","Alan Gorrie","Alex Ligertwood","Dundee",1972
"http://dbpedia.org/resource/Average_White_Band","Average White Band","Alan Gorrie","Roger Ball (musician)","Dundee",1972
"http://dbpedia.org/resource/Average_White_Band","Average White Band","Alan Gorrie","Eliot Lewis","Dundee",1972
"http://dbpedia.org/resource/Average_White_Band","Average White Band","Alan Gorrie","Steve Ferrone","Dundee",1972
"http://dbpedia.org/resource/Average_White_Band","Average White Band","Alan Gorrie","Robbie McIntosh (drummer)","Dundee",1972
"http://dbpedia.org/resource/Average_White_Band","Average White Band","Alan Gorrie","Morris Pleasure","Dundee",1972
"http://dbpedia.org/resource/Average_White_Band","Average White Band","Alan Gorrie","Adam Deitch","Dundee",1972
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Lou Pardini","Drew Hester","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Lou Pardini","Laudir de Oliveira","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Lou Pardini","Terry Kath","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Lou Pardini","Peter Cetera","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Lou Pardini","Donnie Dacus","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Lou Pardini","Daniel de los Reyes","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Lou Pardini","Chris Pinnick","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Lou Pardini","Danny Seraphine","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Lou Pardini","Dawayne Bailey","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Lou Pardini","Bill Champlin","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","James Pankow","Drew Hester","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","James Pankow","Laudir de Oliveira","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","James Pankow","Terry Kath","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","James Pankow","Peter Cetera","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","James Pankow","Donnie Dacus","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","James Pankow","Daniel de los Reyes","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","James Pankow","Chris Pinnick","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","James Pankow","Danny Seraphine","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","James Pankow","Dawayne Bailey","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","James Pankow","Bill Champlin","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Lee Loughnane","Drew Hester","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Lee Loughnane","Laudir de Oliveira","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Lee Loughnane","Terry Kath","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Lee Loughnane","Peter Cetera","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Lee Loughnane","Donnie Dacus","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Lee Loughnane","Daniel de los Reyes","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Lee Loughnane","Chris Pinnick","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Lee Loughnane","Danny Seraphine","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Lee Loughnane","Dawayne Bailey","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Lee Loughnane","Bill Champlin","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Robert Lamm","Drew Hester","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Robert Lamm","Laudir de Oliveira","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Robert Lamm","Terry Kath","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Robert Lamm","Donnie Dacus","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Robert Lamm","Daniel de los Reyes","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Robert Lamm","Chris Pinnick","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Robert Lamm","Danny Seraphine","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Robert Lamm","Dawayne Bailey","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Robert Lamm","Bill Champlin","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Tris Imboden","Drew Hester","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Tris Imboden","Laudir de Oliveira","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Tris Imboden","Terry Kath","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Tris Imboden","Donnie Dacus","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Tris Imboden","Daniel de los Reyes","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Tris Imboden","Chris Pinnick","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Tris Imboden","Danny Seraphine","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Tris Imboden","Dawayne Bailey","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Tris Imboden","Bill Champlin","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Walter Parazaider","Drew Hester","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Walter Parazaider","Laudir de Oliveira","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Walter Parazaider","Terry Kath","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Walter Parazaider","Donnie Dacus","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Walter Parazaider","Daniel de los Reyes","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Walter Parazaider","Chris Pinnick","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Walter Parazaider","Danny Seraphine","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Walter Parazaider","Dawayne Bailey","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Walter Parazaider","Bill Champlin","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Keith Howland","Drew Hester","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Keith Howland","Laudir de Oliveira","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Keith Howland","Terry Kath","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Keith Howland","Donnie Dacus","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Keith Howland","Daniel de los Reyes","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Keith Howland","Chris Pinnick","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Keith Howland","Danny Seraphine","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Keith Howland","Dawayne Bailey","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Keith Howland","Bill Champlin","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Jason Scheff","Drew Hester","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Jason Scheff","Laudir de Oliveira","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Jason Scheff","Terry Kath","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Jason Scheff","Donnie Dacus","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Jason Scheff","Daniel de los Reyes","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Jason Scheff","Chris Pinnick","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Jason Scheff","Danny Seraphine","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Jason Scheff","Dawayne Bailey","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Jason Scheff","Bill Champlin","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Walfredo Reyes, Jr.","Drew Hester","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Walfredo Reyes, Jr.","Laudir de Oliveira","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Walfredo Reyes, Jr.","Terry Kath","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Walfredo Reyes, Jr.","Donnie Dacus","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Walfredo Reyes, Jr.","Daniel de los Reyes","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Walfredo Reyes, Jr.","Chris Pinnick","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Walfredo Reyes, Jr.","Danny Seraphine","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Walfredo Reyes, Jr.","Dawayne Bailey","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Walfredo Reyes, Jr.","Bill Champlin","Chicago",1967
"http://dbpedia.org/resource/Etc_(band)","Etc (band)","Vladimír Mišík","Jan Hrubý","Prague",1974
"http://dbpedia.org/resource/Etc_(band)","Etc (band)","Vladimír Mišík","Vladimír Padrůněk","Prague",1974
"http://dbpedia.org/resource/Etc_(band)","Etc (band)","Vladimír Mišík","Petr Skoumal","Prague",1974
"http://dbpedia.org/resource/Etc_(band)","Etc (band)","Vladimír Mišík","Vladimír Guma Kulhánek","Prague",1974
"http://dbpedia.org/resource/Cast_(band)","Cast (band)","Liam Tyson","Peter Wilkinson (musician)","Liverpool",2010
"http://dbpedia.org/resource/Cast_(band)","Cast (band)","John Power (musician)","Peter Wilkinson (musician)","Liverpool",2010
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Robert Lamm","Peter Cetera","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Tris Imboden","Peter Cetera","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Walter Parazaider","Peter Cetera","Chicago",1967
"http://dbpedia.org/resource/Cast_(band)","Cast (band)","Keith O'Neill (drummer)","Peter Wilkinson (musician)","Liverpool",2010
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Keith Howland","Peter Cetera","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Jason Scheff","Peter Cetera","Chicago",1967
"http://dbpedia.org/resource/Chicago_(band)","Chicago (band)","Walfredo Reyes, Jr.","Peter Cetera","Chicago",1967
"http://dbpedia.org/resource/Do_As_Infinity","Do As Infinity","Ryo Owatari","Dai Nagao",,
"http://dbpedia.org/resource/Do_As_Infinity","Do As Infinity","Tomiko Van","Dai Nagao",,
"http://dbpedia.org/resource/Icehouse_(band)","Icehouse (band)","Paul Gildea","Andy Qunta","Sydney",1977
"http://dbpedia.org/resource/Icehouse_(band)","Icehouse (band)","Paul Gildea","Guy Pratt","Sydney",1977
"http://dbpedia.org/resource/Icehouse_(band)","Icehouse (band)","Iva Davies","Guy Pratt","Sydney",1977
"http://dbpedia.org/resource/Icehouse_(band)","Icehouse (band)","Iva Davies","Andy Qunta","Sydney",1977
"http://dbpedia.org/resource/Icehouse_(band)","Icehouse (band)","Michael Paynter","Guy Pratt","Sydney",1977
"http://dbpedia.org/resource/Icehouse_(band)","Icehouse (band)","Michael Paynter","Andy Qunta","Sydney",1977
"http://dbpedia.org/resource/The_Frames","The Frames","Colm Mac Con Iomaire","Johnny Boyle","Dublin",1990
"http://dbpedia.org/resource/The_Frames","The Frames","Colm Mac Con Iomaire","Dave Hingerty","Dublin",1990
"http://dbpedia.org/resource/The_Frames","The Frames","Colm Mac Con Iomaire","John Carney (director)","Dublin",1990
"http://dbpedia.org/resource/The_Frames","The Frames","Colm Mac Con Iomaire","Dave Odlum","Dublin",1990
"http://dbpedia.org/resource/The_Frames","The Frames","Graham Hopkins","Dave Odlum","Dublin",1990
"http://dbpedia.org/resource/The_Frames","The Frames","Graham Hopkins","John Carney (director)","Dublin",1990
"http://dbpedia.org/resource/The_Frames","The Frames","Graham Hopkins","Dave Hingerty","Dublin",1990
"http://dbpedia.org/resource/The_Frames","The Frames","Graham Hopkins","Johnny Boyle","Dublin",1990
"http://dbpedia.org/resource/The_Frames","The Frames","Joe Doyle (musician)","Dave Odlum","Dublin",1990
"http://dbpedia.org/resource/The_Frames","The Frames","Joe Doyle (musician)","John Carney (director)","Dublin",1990
"http://dbpedia.org/resource/The_Frames","The Frames","Joe Doyle (musician)","Dave Hingerty","Dublin",1990
"http://dbpedia.org/resource/The_Frames","The Frames","Joe Doyle (musician)","Johnny Boyle","Dublin",1990
"http://dbpedia.org/resource/The_Mermen","The Mermen","Martyn Jones","Mike Silverman","San Francisco",1989
"http://dbpedia.org/resource/The_Mermen","The Mermen","Martyn Jones","Prairie Prince","San Francisco",1989
"http://dbpedia.org/resource/The_Frames","The Frames","Glen Hansard","John Carney (director)","Dublin",1990
"http://dbpedia.org/resource/The_Frames","The Frames","Glen Hansard","Dave Hingerty","Dublin",1990
"http://dbpedia.org/resource/The_Frames","The Frames","Glen Hansard","Johnny Boyle","Dublin",1990
"http://dbpedia.org/resource/The_Frames","The Frames","Glen Hansard","Dave Odlum","Dublin",1990
"http://dbpedia.org/resource/The_Frames","The Frames","Rob Bochnik","Johnny Boyle","Dublin",1990
"http://dbpedia.org/resource/The_Frames","The Frames","Rob Bochnik","John Carney (director)","Dublin",1990
"http://dbpedia.org/resource/The_Frames","The Frames","Rob Bochnik","Dave Hingerty","Dublin",1990
"http://dbpedia.org/resource/The_Frames","The Frames","Rob Bochnik","Dave Odlum","Dublin",1990
"http://dbpedia.org/resource/Lost_Dogs","Lost Dogs","Steve Hindalong","Gene Eugene",,
"http://dbpedia.org/resource/Lost_Dogs","Lost Dogs","Derri Daugherty","Gene Eugene",,
"http://dbpedia.org/resource/Lost_Dogs","Lost Dogs","Michael Roe","Gene Eugene",,
"http://dbpedia.org/resource/Lost_Dogs","Lost Dogs","Terry Scott Taylor","Gene Eugene",,
"http://dbpedia.org/resource/The_77s","The 77s","Bruce Spencer","Aaron Smith (musician)","Sacramento, California",1979
"http://dbpedia.org/resource/The_77s","The 77s","Michael Roe","Aaron Smith (musician)","Sacramento, California",1979
"http://dbpedia.org/resource/The_77s","The 77s","Mark Harmon (musician)","Aaron Smith (musician)","Sacramento, California",1979
"http://dbpedia.org/resource/Koil_(band)","Koil (band)","Donnijantoro","Ibrahim Nasution",,
"http://dbpedia.org/resource/Koil_(band)","Koil (band)","J. A. Verdijantoro","Ibrahim Nasution",,
"http://dbpedia.org/resource/Koil_(band)","Koil (band)","Leon Ray Legoh","Ibrahim Nasution",,
"http://dbpedia.org/resource/List_of_Bryan_Adams_backing_band_members","List of Bryan Adams backing band members","Mickey Curry","Tommy Mandel",,
"http://dbpedia.org/resource/List_of_Bryan_Adams_backing_band_members","List of Bryan Adams backing band members","Mickey Curry","Dave Taylor (musician)",,
"http://dbpedia.org/resource/List_of_Bryan_Adams_backing_band_members","List of Bryan Adams backing band members","Norm Fisher","Dave Taylor (musician)",,
"http://dbpedia.org/resource/List_of_Bryan_Adams_backing_band_members","List of Bryan Adams backing band members","Norm Fisher","Dave Taylor (musician)",,
"http://dbpedia.org/resource/List_of_Bryan_Adams_backing_band_members","List of Bryan Adams backing band members","Norm Fisher","Tommy Mandel",,
"http://dbpedia.org/resource/List_of_Bryan_Adams_backing_band_members","List of Bryan Adams backing band members","Bryan Adams","Tommy Mandel",,
"http://dbpedia.org/resource/List_of_Bryan_Adams_backing_band_members","List of Bryan Adams backing band members","Bryan Adams","Dave Taylor (musician)",,
"http://dbpedia.org/resource/List_of_Bryan_Adams_backing_band_members","List of Bryan Adams backing band members","Bryan Adams","Dave Taylor (musician)",,
