"uri","band_name","member_name","former_member_name","hometown_name","year"
"http://dbpedia.org/resource/Mike_+_The_Mechanics","Mike + The Mechanics","Gary Wallis","Paul Young (singer, born 1947)",,
"http://dbpedia.org/resource/Mike_+_The_Mechanics","Mike + The Mechanics","Gary Wallis","Adrian Lee",,
"http://dbpedia.org/resource/Mike_+_The_Mechanics","Mike + The Mechanics","Gary Wallis","Peter Van Hooke",,
"http://dbpedia.org/resource/Mike_+_The_Mechanics","Mike + The Mechanics","Gary Wallis","Paul Carrack",,
"http://dbpedia.org/resource/Mike_+_The_Mechanics","Mike + The Mechanics","Anthony Drennan","Paul Carrack",,
"http://dbpedia.org/resource/Mike_+_The_Mechanics","Mike + The Mechanics","Anthony Drennan","Paul Young (singer, born 1947)",,
"http://dbpedia.org/resource/Mike_+_The_Mechanics","Mike + The Mechanics","Anthony Drennan","Adrian Lee",,
"http://dbpedia.org/resource/Mike_+_The_Mechanics","Mike + The Mechanics","Anthony Drennan","Peter Van Hooke",,
"http://dbpedia.org/resource/Pablo_Cruise","Pablo Cruise","David Jenkins (musician)","Bud Cockrell","San Francisco",1973
"http://dbpedia.org/resource/Pablo_Cruise","Pablo Cruise","David Jenkins (musician)","Angelo Rossi (musician)","San Francisco",1973
"http://dbpedia.org/resource/Pablo_Cruise","Pablo Cruise","David Jenkins (musician)","John Pierce (musician)","San Francisco",1973
"http://dbpedia.org/resource/Pablo_Cruise","Pablo Cruise","David Jenkins (musician)","Bruce Day","San Francisco",1973
"http://dbpedia.org/resource/Pablo_Cruise","Pablo Cruise","David Jenkins (musician)","George Gabriel","San Francisco",1973
"http://dbpedia.org/resource/Pablo_Cruise","Pablo Cruise","David Jenkins (musician)","David Perper","San Francisco",1973
"http://dbpedia.org/resource/Pablo_Cruise","Pablo Cruise","Cory Lerios","Bud Cockrell","San Francisco",1973
"http://dbpedia.org/resource/Pablo_Cruise","Pablo Cruise","Cory Lerios","Angelo Rossi (musician)","San Francisco",1973
"http://dbpedia.org/resource/Pablo_Cruise","Pablo Cruise","Cory Lerios","David Perper","San Francisco",1973
"http://dbpedia.org/resource/Pablo_Cruise","Pablo Cruise","Cory Lerios","Bruce Day","San Francisco",1973
"http://dbpedia.org/resource/Pablo_Cruise","Pablo Cruise","Cory Lerios","George Gabriel","San Francisco",1973
"http://dbpedia.org/resource/Pablo_Cruise","Pablo Cruise","Cory Lerios","John Pierce (musician)","San Francisco",1973
"http://dbpedia.org/resource/Pablo_Cruise","Pablo Cruise","Steve Price (musician)","David Perper","San Francisco",1973
"http://dbpedia.org/resource/Pablo_Cruise","Pablo Cruise","Steve Price (musician)","George Gabriel","San Francisco",1973
"http://dbpedia.org/resource/Pablo_Cruise","Pablo Cruise","Steve Price (musician)","Bruce Day","San Francisco",1973
"http://dbpedia.org/resource/Pablo_Cruise","Pablo Cruise","Steve Price (musician)","John Pierce (musician)","San Francisco",1973
"http://dbpedia.org/resource/Pablo_Cruise","Pablo Cruise","Steve Price (musician)","Angelo Rossi (musician)","San Francisco",1973
"http://dbpedia.org/resource/Pablo_Cruise","Pablo Cruise","Steve Price (musician)","Bud Cockrell","San Francisco",1973
"http://dbpedia.org/resource/Red_Rider","Red Rider","Jeff Jones (musician)","Steve Sexton","Toronto",1975
"http://dbpedia.org/resource/Red_Rider","Red Rider","Jeff Jones (musician)","John Webster (musician)","Toronto",1975
"http://dbpedia.org/resource/Red_Rider","Red Rider","Jeff Jones (musician)","Ken Sinnaeve","Toronto",1975
"http://dbpedia.org/resource/Red_Rider","Red Rider","Ken Greer","John Webster (musician)","Toronto",1975
"http://dbpedia.org/resource/Red_Rider","Red Rider","Ken Greer","Ken Sinnaeve","Toronto",1975
"http://dbpedia.org/resource/Red_Rider","Red Rider","Ken Greer","Steve Sexton","Toronto",1975
"http://dbpedia.org/resource/Red_Rider","Red Rider","Tom Cochrane","Ken Sinnaeve","Toronto",1975
"http://dbpedia.org/resource/Red_Rider","Red Rider","Tom Cochrane","John Webster (musician)","Toronto",1975
"http://dbpedia.org/resource/Red_Rider","Red Rider","Tom Cochrane","Steve Sexton","Toronto",1975
"http://dbpedia.org/resource/RatDog","RatDog","Jeff Chimenti","Johnnie Johnson (musician)",,
"http://dbpedia.org/resource/RatDog","RatDog","Jeff Chimenti","Matthew Kelly (musician)",,
"http://dbpedia.org/resource/RatDog","RatDog","Jeff Chimenti","Kenny Brooks",,
"http://dbpedia.org/resource/RatDog","RatDog","Jeff Chimenti","Mark Karan",,
"http://dbpedia.org/resource/RatDog","RatDog","Jeff Chimenti","Vince Welnick",,
"http://dbpedia.org/resource/RatDog","RatDog","Jeff Chimenti","Dave Ellis (saxophonist)",,
"http://dbpedia.org/resource/RatDog","RatDog","Jeff Chimenti","Rob Wasserman",,
"http://dbpedia.org/resource/RatDog","RatDog","Jeff Chimenti","Dave McNabb",,
"http://dbpedia.org/resource/RatDog","RatDog","Jeff Chimenti","Mookie Siegel",,
"http://dbpedia.org/resource/RatDog","RatDog","Robin Sylvester","Johnnie Johnson (musician)",,
"http://dbpedia.org/resource/RatDog","RatDog","Robin Sylvester","Matthew Kelly (musician)",,
"http://dbpedia.org/resource/RatDog","RatDog","Robin Sylvester","Kenny Brooks",,
"http://dbpedia.org/resource/RatDog","RatDog","Robin Sylvester","Mark Karan",,
"http://dbpedia.org/resource/RatDog","RatDog","Robin Sylvester","Vince Welnick",,
"http://dbpedia.org/resource/RatDog","RatDog","Robin Sylvester","Dave Ellis (saxophonist)",,
"http://dbpedia.org/resource/RatDog","RatDog","Robin Sylvester","Rob Wasserman",,
"http://dbpedia.org/resource/RatDog","RatDog","Robin Sylvester","Dave McNabb",,
"http://dbpedia.org/resource/RatDog","RatDog","Robin Sylvester","Mookie Siegel",,
"http://dbpedia.org/resource/RatDog","RatDog","Bob Weir","Johnnie Johnson (musician)",,
"http://dbpedia.org/resource/RatDog","RatDog","Bob Weir","Matthew Kelly (musician)",,
"http://dbpedia.org/resource/RatDog","RatDog","Bob Weir","Kenny Brooks",,
"http://dbpedia.org/resource/RatDog","RatDog","Bob Weir","Mark Karan",,
"http://dbpedia.org/resource/RatDog","RatDog","Bob Weir","Vince Welnick",,
"http://dbpedia.org/resource/RatDog","RatDog","Bob Weir","Dave Ellis (saxophonist)",,
"http://dbpedia.org/resource/RatDog","RatDog","Bob Weir","Rob Wasserman",,
"http://dbpedia.org/resource/RatDog","RatDog","Bob Weir","Dave McNabb",,
"http://dbpedia.org/resource/RatDog","RatDog","Bob Weir","Mookie Siegel",,
"http://dbpedia.org/resource/RatDog","RatDog","Steve Kimock","Johnnie Johnson (musician)",,
"http://dbpedia.org/resource/RatDog","RatDog","Steve Kimock","Matthew Kelly (musician)",,
"http://dbpedia.org/resource/RatDog","RatDog","Steve Kimock","Kenny Brooks",,
"http://dbpedia.org/resource/RatDog","RatDog","Steve Kimock","Mark Karan",,
"http://dbpedia.org/resource/RatDog","RatDog","Steve Kimock","Vince Welnick",,
"http://dbpedia.org/resource/RatDog","RatDog","Steve Kimock","Dave Ellis (saxophonist)",,
"http://dbpedia.org/resource/RatDog","RatDog","Steve Kimock","Rob Wasserman",,
"http://dbpedia.org/resource/RatDog","RatDog","Steve Kimock","Dave McNabb",,
"http://dbpedia.org/resource/RatDog","RatDog","Steve Kimock","Mookie Siegel",,
"http://dbpedia.org/resource/RatDog","RatDog","Jay Lane","Johnnie Johnson (musician)",,
"http://dbpedia.org/resource/RatDog","RatDog","Jay Lane","Matthew Kelly (musician)",,
"http://dbpedia.org/resource/RatDog","RatDog","Jay Lane","Kenny Brooks",,
"http://dbpedia.org/resource/RatDog","RatDog","Jay Lane","Mark Karan",,
"http://dbpedia.org/resource/RatDog","RatDog","Jay Lane","Vince Welnick",,
"http://dbpedia.org/resource/RatDog","RatDog","Jay Lane","Dave Ellis (saxophonist)",,
"http://dbpedia.org/resource/RatDog","RatDog","Jay Lane","Rob Wasserman",,
"http://dbpedia.org/resource/RatDog","RatDog","Jay Lane","Dave McNabb",,
"http://dbpedia.org/resource/RatDog","RatDog","Jay Lane","Mookie Siegel",,
"http://dbpedia.org/resource/Spin_Doctors","Spin Doctors","Mark White (bassist)","Ivan Neville","New York City",1988
"http://dbpedia.org/resource/Stereophonics","Stereophonics","Adam Zindani","Javier Weyler",,
"http://dbpedia.org/resource/Stereophonics","Stereophonics","Adam Zindani","Stuart Cable",,
"http://dbpedia.org/resource/Stereophonics","Stereophonics","Jamie Morrison","Javier Weyler",,
"http://dbpedia.org/resource/Stereophonics","Stereophonics","Jamie Morrison","Stuart Cable",,
"http://dbpedia.org/resource/Steely_Dan","Steely Dan","Donald Fagen","Jim Hodder (musician)",,
"http://dbpedia.org/resource/Steely_Dan","Steely Dan","Donald Fagen","Jeff Porcaro",,
"http://dbpedia.org/resource/Steely_Dan","Steely Dan","Donald Fagen","Jeff Baxter",,
"http://dbpedia.org/resource/Steely_Dan","Steely Dan","Donald Fagen","Royce Jones",,
"http://dbpedia.org/resource/Steely_Dan","Steely Dan","Donald Fagen","Denny Dias",,
"http://dbpedia.org/resource/Steely_Dan","Steely Dan","Donald Fagen","David Palmer (vocalist)",,
"http://dbpedia.org/resource/Steely_Dan","Steely Dan","Donald Fagen","Michael McDonald (singer)",,
"http://dbpedia.org/resource/Steely_Dan","Steely Dan","Walter Becker","David Palmer (vocalist)",,
"http://dbpedia.org/resource/Steely_Dan","Steely Dan","Walter Becker","Jim Hodder (musician)",,
"http://dbpedia.org/resource/Steely_Dan","Steely Dan","Walter Becker","Jeff Porcaro",,
"http://dbpedia.org/resource/Steely_Dan","Steely Dan","Walter Becker","Royce Jones",,
"http://dbpedia.org/resource/Steely_Dan","Steely Dan","Walter Becker","Denny Dias",,
"http://dbpedia.org/resource/Steely_Dan","Steely Dan","Walter Becker","Jeff Baxter",,
"http://dbpedia.org/resource/Steely_Dan","Steely Dan","Walter Becker","Michael McDonald (singer)",,
"http://dbpedia.org/resource/Stereophonics","Stereophonics","Kelly Jones","Javier Weyler",,
"http://dbpedia.org/resource/Stereophonics","Stereophonics","Kelly Jones","Stuart Cable",,
"http://dbpedia.org/resource/Stereophonics","Stereophonics","Richard Jones (Stereophonics)","Javier Weyler",,
"http://dbpedia.org/resource/Stereophonics","Stereophonics","Richard Jones (Stereophonics)","Stuart Cable",,
"http://dbpedia.org/resource/The_Doobie_Brothers","The Doobie Brothers","John McFee","The Doobie Brothers","San Jose, California",1970
"http://dbpedia.org/resource/The_Cowsills","The Cowsills","Susan Cowsill","Bill Cowsill","Newport, Rhode Island",1965
"http://dbpedia.org/resource/The_Cowsills","The Cowsills","Susan Cowsill","Barry Cowsill","Newport, Rhode Island",1965
"http://dbpedia.org/resource/The_Cowsills","The Cowsills","Susan Cowsill","John Cowsill","Newport, Rhode Island",1965
"http://dbpedia.org/resource/The_Doobie_Brothers","The Doobie Brothers","Tom Johnston (musician)","The Doobie Brothers","San Jose, California",1970
"http://dbpedia.org/resource/The_Doobie_Brothers","The Doobie Brothers","Ed Toth","The Doobie Brothers","San Jose, California",1970
"http://dbpedia.org/resource/The_Doobie_Brothers","The Doobie Brothers","Bill Payne","The Doobie Brothers","San Jose, California",1970
"http://dbpedia.org/resource/The_Chiffons","The Chiffons","Judy Craig","Sylvia Peterson","The Bronx",1960
"http://dbpedia.org/resource/The_Chiffons","The Chiffons","Judy Craig","Barbara Lee (singer)","The Bronx",1960
"http://dbpedia.org/resource/The_Chiffons","The Chiffons","Patricia Bennett","Sylvia Peterson","The Bronx",1960
"http://dbpedia.org/resource/The_Chiffons","The Chiffons","Patricia Bennett","Barbara Lee (singer)","The Bronx",1960
"http://dbpedia.org/resource/The_Doobie_Brothers","The Doobie Brothers","Patrick Simmons","The Doobie Brothers","San Jose, California",1970
"http://dbpedia.org/resource/The_Doobie_Brothers","The Doobie Brothers","John Cowan","The Doobie Brothers","San Jose, California",1970
"http://dbpedia.org/resource/The_Cowsills","The Cowsills","Bob Cowsill","Bill Cowsill","Newport, Rhode Island",1965
"http://dbpedia.org/resource/The_Cowsills","The Cowsills","Bob Cowsill","Barry Cowsill","Newport, Rhode Island",1965
"http://dbpedia.org/resource/The_Cowsills","The Cowsills","Bob Cowsill","John Cowsill","Newport, Rhode Island",1965
"http://dbpedia.org/resource/The_Doobie_Brothers","The Doobie Brothers","Marc Russo","The Doobie Brothers","San Jose, California",1970
"http://dbpedia.org/resource/The_Hollies","The Hollies","Peter Howarth","Bernie Calvert","Manchester",1962
"http://dbpedia.org/resource/The_Hollies","The Hollies","Peter Howarth","Pete Wingfield","Manchester",1962
"http://dbpedia.org/resource/The_Hollies","The Hollies","Peter Howarth","Mikael Rickfors","Manchester",1962
"http://dbpedia.org/resource/The_Hollies","The Hollies","Peter Howarth","Eric Haydock","Manchester",1962
"http://dbpedia.org/resource/The_Hollies","The Hollies","Peter Howarth","Graham Nash","Manchester",1962
"http://dbpedia.org/resource/The_Hollies","The Hollies","Peter Howarth","Carl Wayne","Manchester",1962
"http://dbpedia.org/resource/The_Hollies","The Hollies","Peter Howarth","Allan Clarke (singer)","Manchester",1962
"http://dbpedia.org/resource/The_Hollies","The Hollies","Peter Howarth","Vic Steele","Manchester",1962
"http://dbpedia.org/resource/The_Hollies","The Hollies","Peter Howarth","Terry Sylvester","Manchester",1962
"http://dbpedia.org/resource/The_Hollies","The Hollies","Peter Howarth","Denis Haines","Manchester",1962
"http://dbpedia.org/resource/The_Hollies","The Hollies","Tony Hicks","Bernie Calvert","Manchester",1962
"http://dbpedia.org/resource/The_Hollies","The Hollies","Tony Hicks","Pete Wingfield","Manchester",1962
"http://dbpedia.org/resource/The_Hollies","The Hollies","Tony Hicks","Mikael Rickfors","Manchester",1962
"http://dbpedia.org/resource/The_Hollies","The Hollies","Tony Hicks","Eric Haydock","Manchester",1962
"http://dbpedia.org/resource/The_Hollies","The Hollies","Tony Hicks","Graham Nash","Manchester",1962
"http://dbpedia.org/resource/The_Hollies","The Hollies","Tony Hicks","Carl Wayne","Manchester",1962
"http://dbpedia.org/resource/The_Hollies","The Hollies","Tony Hicks","Allan Clarke (singer)","Manchester",1962
"http://dbpedia.org/resource/The_Hollies","The Hollies","Tony Hicks","Vic Steele","Manchester",1962
"http://dbpedia.org/resource/The_Hollies","The Hollies","Tony Hicks","Terry Sylvester","Manchester",1962
"http://dbpedia.org/resource/The_Hollies","The Hollies","Tony Hicks","Denis Haines","Manchester",1962
"http://dbpedia.org/resource/The_Quarrymen","The Quarrymen","John Lowe (musician)","Nigel Walley","Liverpool",1956
"http://dbpedia.org/resource/The_Quarrymen","The Quarrymen","John Lowe (musician)","Ken Brown (musician)","Liverpool",1956
"http://dbpedia.org/resource/The_Quarrymen","The Quarrymen","John Lowe (musician)","George Harrison","Liverpool",1956
"http://dbpedia.org/resource/The_Quarrymen","The Quarrymen","John Lowe (musician)","John Lennon","Liverpool",1956
"http://dbpedia.org/resource/The_Quarrymen","The Quarrymen","John Lowe (musician)","Eric Griffiths","Liverpool",1956
"http://dbpedia.org/resource/The_Quarrymen","The Quarrymen","John Lowe (musician)","Paul McCartney","Liverpool",1956
"http://dbpedia.org/resource/The_Quarrymen","The Quarrymen","John Lowe (musician)","Stuart Sutcliffe","Liverpool",1956
"http://dbpedia.org/resource/The_Quarrymen","The Quarrymen","John Lowe (musician)","Ivan Vaughan","Liverpool",1956
"http://dbpedia.org/resource/The_Quarrymen","The Quarrymen","John Lowe (musician)","Peter Shotton","Liverpool",1956
"http://dbpedia.org/resource/The_Hollies","The Hollies","Bobby Elliott","Bernie Calvert","Manchester",1962
"http://dbpedia.org/resource/The_Hollies","The Hollies","Bobby Elliott","Pete Wingfield","Manchester",1962
"http://dbpedia.org/resource/The_Hollies","The Hollies","Bobby Elliott","Mikael Rickfors","Manchester",1962
"http://dbpedia.org/resource/The_Hollies","The Hollies","Bobby Elliott","Eric Haydock","Manchester",1962
"http://dbpedia.org/resource/The_Hollies","The Hollies","Bobby Elliott","Graham Nash","Manchester",1962
"http://dbpedia.org/resource/The_Hollies","The Hollies","Bobby Elliott","Carl Wayne","Manchester",1962
"http://dbpedia.org/resource/The_Hollies","The Hollies","Bobby Elliott","Allan Clarke (singer)","Manchester",1962
"http://dbpedia.org/resource/The_Hollies","The Hollies","Bobby Elliott","Vic Steele","Manchester",1962
"http://dbpedia.org/resource/The_Hollies","The Hollies","Bobby Elliott","Terry Sylvester","Manchester",1962
"http://dbpedia.org/resource/The_Hollies","The Hollies","Bobby Elliott","Denis Haines","Manchester",1962
"http://dbpedia.org/resource/The_Hollies","The Hollies","Ian Parker (keyboardist)","Bernie Calvert","Manchester",1962
"http://dbpedia.org/resource/The_Hollies","The Hollies","Ian Parker (keyboardist)","Pete Wingfield","Manchester",1962
"http://dbpedia.org/resource/The_Hollies","The Hollies","Ian Parker (keyboardist)","Mikael Rickfors","Manchester",1962
"http://dbpedia.org/resource/The_Hollies","The Hollies","Ian Parker (keyboardist)","Eric Haydock","Manchester",1962
"http://dbpedia.org/resource/The_Hollies","The Hollies","Ian Parker (keyboardist)","Graham Nash","Manchester",1962
"http://dbpedia.org/resource/The_Hollies","The Hollies","Ian Parker (keyboardist)","Carl Wayne","Manchester",1962
"http://dbpedia.org/resource/The_Hollies","The Hollies","Ian Parker (keyboardist)","Allan Clarke (singer)","Manchester",1962
"http://dbpedia.org/resource/The_Hollies","The Hollies","Ian Parker (keyboardist)","Vic Steele","Manchester",1962
"http://dbpedia.org/resource/The_Hollies","The Hollies","Ian Parker (keyboardist)","Terry Sylvester","Manchester",1962
"http://dbpedia.org/resource/The_Hollies","The Hollies","Ian Parker (keyboardist)","Denis Haines","Manchester",1962
"http://dbpedia.org/resource/The_Quarrymen","The Quarrymen","Colin Hanton","Nigel Walley","Liverpool",1956
"http://dbpedia.org/resource/The_Quarrymen","The Quarrymen","Colin Hanton","Ken Brown (musician)","Liverpool",1956
"http://dbpedia.org/resource/The_Quarrymen","The Quarrymen","Colin Hanton","George Harrison","Liverpool",1956
"http://dbpedia.org/resource/The_Quarrymen","The Quarrymen","Colin Hanton","John Lennon","Liverpool",1956
"http://dbpedia.org/resource/The_Quarrymen","The Quarrymen","Colin Hanton","Eric Griffiths","Liverpool",1956
"http://dbpedia.org/resource/The_Quarrymen","The Quarrymen","Colin Hanton","Paul McCartney","Liverpool",1956
"http://dbpedia.org/resource/The_Quarrymen","The Quarrymen","Colin Hanton","Stuart Sutcliffe","Liverpool",1956
"http://dbpedia.org/resource/The_Quarrymen","The Quarrymen","Colin Hanton","Ivan Vaughan","Liverpool",1956
"http://dbpedia.org/resource/The_Quarrymen","The Quarrymen","Colin Hanton","Peter Shotton","Liverpool",1956
"http://dbpedia.org/resource/The_Joe_Perry_Project","The Joe Perry Project","Joe Perry (musician)","Ralph Morman",,
"http://dbpedia.org/resource/The_Joe_Perry_Project","The Joe Perry Project","Joe Perry (musician)","Brad Whitford",,
"http://dbpedia.org/resource/The_Joe_Perry_Project","The Joe Perry Project","Joe Perry (musician)","Charlie Farren",,
"http://dbpedia.org/resource/The_Lovin'_Spoonful","The Lovin' Spoonful","Jerry Yester","John Sebastian",,
"http://dbpedia.org/resource/The_Lovin'_Spoonful","The Lovin' Spoonful","Jerry Yester","Zal Yanovsky",,
"http://dbpedia.org/resource/The_Reverend_Horton_Heat","The Reverend Horton Heat","Jimbo Wallace","Paul Simmons",,
"http://dbpedia.org/resource/The_Reverend_Horton_Heat","The Reverend Horton Heat","Jimbo Wallace","Taz Bentley",,
"http://dbpedia.org/resource/The_Isley_Brothers","The Isley Brothers","Ernie Isley","Rudolph Isley",,
"http://dbpedia.org/resource/The_Isley_Brothers","The Isley Brothers","Ernie Isley","Marvin Isley",,
"http://dbpedia.org/resource/The_Isley_Brothers","The Isley Brothers","Ernie Isley","Chris Jasper",,
"http://dbpedia.org/resource/The_Isley_Brothers","The Isley Brothers","Ernie Isley","O'Kelly Isley, Jr.",,
"http://dbpedia.org/resource/The_Isley_Brothers","The Isley Brothers","Ernie Isley","Vernon Isley",,
"http://dbpedia.org/resource/The_Isley_Brothers","The Isley Brothers","Ernie Isley","Chris Jasper",,
"http://dbpedia.org/resource/The_Lovin'_Spoonful","The Lovin' Spoonful","Steve Boone","John Sebastian",,
"http://dbpedia.org/resource/The_Lovin'_Spoonful","The Lovin' Spoonful","Steve Boone","Zal Yanovsky",,
"http://dbpedia.org/resource/The_Lovin'_Spoonful","The Lovin' Spoonful","Joe Butler","John Sebastian",,
"http://dbpedia.org/resource/The_Lovin'_Spoonful","The Lovin' Spoonful","Joe Butler","Zal Yanovsky",,
"http://dbpedia.org/resource/The_Isley_Brothers","The Isley Brothers","Ronald Isley","Marvin Isley",,
"http://dbpedia.org/resource/The_Isley_Brothers","The Isley Brothers","Ronald Isley","Rudolph Isley",,
"http://dbpedia.org/resource/The_Isley_Brothers","The Isley Brothers","Ronald Isley","Vernon Isley",,
"http://dbpedia.org/resource/The_Isley_Brothers","The Isley Brothers","Ronald Isley","O'Kelly Isley, Jr.",,
"http://dbpedia.org/resource/The_Isley_Brothers","The Isley Brothers","Ronald Isley","Chris Jasper",,
"http://dbpedia.org/resource/The_Isley_Brothers","The Isley Brothers","Ronald Isley","Chris Jasper",,
"http://dbpedia.org/resource/The_Joe_Perry_Project","The Joe Perry Project","David Hull (musician)","Charlie Farren",,
"http://dbpedia.org/resource/The_Joe_Perry_Project","The Joe Perry Project","David Hull (musician)","Brad Whitford",,
"http://dbpedia.org/resource/The_Joe_Perry_Project","The Joe Perry Project","David Hull (musician)","Ralph Morman",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Ron Tyson","Harry McGilberry",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Ron Tyson","Ricky Owens",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Ron Tyson","Damon Harris",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Ron Tyson","Ali-Ollie Woodson",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Ron Tyson","Elbridge Bryant",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Ron Tyson","G. C. Cameron",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Ron Tyson","Paul Williams (The Temptations)",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Ron Tyson","Bruce Williamson (singer)",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Ron Tyson","Dennis Edwards",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Ron Tyson","Richard Street",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Ron Tyson","Theo Peoples",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Ron Tyson","Ray Davis (musician)",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Ron Tyson","Melvin Franklin",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Ron Tyson","Eddie Kendricks",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Ron Tyson","Glenn Leonard",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Ron Tyson","Barrington ""Bo"" Henderson",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Ron Tyson","David Ruffin",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Ron Tyson","Louis Price",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Ron Tyson","Joe Herndon",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Otis Williams","Harry McGilberry",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Otis Williams","Ricky Owens",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Otis Williams","Damon Harris",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Otis Williams","Ali-Ollie Woodson",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Otis Williams","Elbridge Bryant",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Otis Williams","G. C. Cameron",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Otis Williams","Paul Williams (The Temptations)",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Otis Williams","Bruce Williamson (singer)",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Otis Williams","Dennis Edwards",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Otis Williams","Richard Street",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Otis Williams","Theo Peoples",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Otis Williams","Ray Davis (musician)",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Otis Williams","Melvin Franklin",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Otis Williams","Eddie Kendricks",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Otis Williams","Glenn Leonard",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Otis Williams","Barrington ""Bo"" Henderson",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Otis Williams","David Ruffin",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Otis Williams","Louis Price",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Otis Williams","Joe Herndon",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Terry Weeks","Harry McGilberry",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Terry Weeks","Ricky Owens",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Terry Weeks","Damon Harris",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Terry Weeks","Ali-Ollie Woodson",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Terry Weeks","Elbridge Bryant",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Terry Weeks","G. C. Cameron",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Terry Weeks","Paul Williams (The Temptations)",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Terry Weeks","Bruce Williamson (singer)",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Terry Weeks","Dennis Edwards",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Terry Weeks","Richard Street",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Terry Weeks","Theo Peoples",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Terry Weeks","Ray Davis (musician)",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Terry Weeks","Melvin Franklin",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Terry Weeks","Eddie Kendricks",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Terry Weeks","Glenn Leonard",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Terry Weeks","Barrington ""Bo"" Henderson",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Terry Weeks","David Ruffin",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Terry Weeks","Louis Price",,
"http://dbpedia.org/resource/The_Temptations","The Temptations","Terry Weeks","Joe Herndon",,
"http://dbpedia.org/resource/Toto_(band)","Toto (band)","Joseph Williams (musician)","Greg Phillinganes",,
"http://dbpedia.org/resource/Toto_(band)","Toto (band)","Joseph Williams (musician)","Simon Phillips (drummer)",,
"http://dbpedia.org/resource/Toto_(band)","Toto (band)","Joseph Williams (musician)","Bobby Kimball",,
"http://dbpedia.org/resource/Toto_(band)","Toto (band)","Joseph Williams (musician)","Keith Carlock",,
"http://dbpedia.org/resource/Toto_(band)","Toto (band)","Joseph Williams (musician)","David Hungate",,
"http://dbpedia.org/resource/Toto_(band)","Toto (band)","Joseph Williams (musician)","Mike Porcaro",,
"http://dbpedia.org/resource/Toto_(band)","Toto (band)","Joseph Williams (musician)","Dennis Frederiksen",,
"http://dbpedia.org/resource/Toto_(band)","Toto (band)","Joseph Williams (musician)","Jean-Michel Byron",,
"http://dbpedia.org/resource/Toto_(band)","Toto (band)","Joseph Williams (musician)","Jeff Porcaro",,
