"uri","name"
"http://dbpedia.org/resource/Bill_Killen","Bill Killen"
"http://dbpedia.org/resource/Dorothy_Hinshaw_Patent","Dorothy Hinshaw Patent"
"http://dbpedia.org/resource/Issa_Rae","Issa Rae"
"http://dbpedia.org/resource/Kevin_Systrom","Kevin Systrom"
"http://dbpedia.org/resource/Mitchel_P._Goldman","Mitchel P. Goldman"
"http://dbpedia.org/resource/Mohamed_Yousef_Soliman","Mohamed Yousef Soliman"
"http://dbpedia.org/resource/Selden_Edwards","Selden Edwards"
"http://dbpedia.org/resource/Taekjip_Ha","Taekjip Ha"
"http://dbpedia.org/resource/Tim_Berry_(entrepreneur)","Tim Berry (entrepreneur)"
"http://dbpedia.org/resource/Trevor_Hastie","Trevor Hastie"
"http://dbpedia.org/resource/William_G._Howell","William G. Howell"
"http://dbpedia.org/resource/Aaron_Persky","Aaron Persky"
"http://dbpedia.org/resource/Charles_Brenner_(mathematician)","Charles Brenner (mathematician)"
"http://dbpedia.org/resource/Dmitri_Mehlhorn","Dmitri Mehlhorn"
"http://dbpedia.org/resource/J._Doyne_Farmer","J. Doyne Farmer"
"http://dbpedia.org/resource/Jon_Bentley_(computer_scientist)","Jon Bentley (computer scientist)"
"http://dbpedia.org/resource/Jumoke_Oduwole","Jumoke Oduwole"
"http://dbpedia.org/resource/Marcos_Galperin","Marcos Galperin"
"http://dbpedia.org/resource/Mariann_Byerwalter","Mariann Byerwalter"
"http://dbpedia.org/resource/Stanley_Sheinbaum","Stanley Sheinbaum"
"http://dbpedia.org/resource/Steve_Russell_(businessman)","Steve Russell (businessman)"
"http://dbpedia.org/resource/Steven_Pifer","Steven Pifer"
"http://dbpedia.org/resource/Ulrike_Tillmann","Ulrike Tillmann"
"http://dbpedia.org/resource/Bernard_Widrow","Bernard Widrow"
"http://dbpedia.org/resource/Carlos_Bea","Carlos Bea"
"http://dbpedia.org/resource/Gavriel_Salomon","Gavriel Salomon"
"http://dbpedia.org/resource/Geoffrey_West","Geoffrey West"
"http://dbpedia.org/resource/Joseph_Grinnell","Joseph Grinnell"
"http://dbpedia.org/resource/Kathleen_Falk","Kathleen Falk"
"http://dbpedia.org/resource/Kristina_M._Johnson","Kristina M. Johnson"
"http://dbpedia.org/resource/Lee_Si-Chen","Lee Si-Chen"
"http://dbpedia.org/resource/N._Scott_Momaday","N. Scott Momaday"
"http://dbpedia.org/resource/Amanda_Renteria","Amanda Renteria"
"http://dbpedia.org/resource/Fazle_Hussain","Fazle Hussain"
"http://dbpedia.org/resource/Francisco_X._Alarcón","Francisco X. Alarcón"
"http://dbpedia.org/resource/James_Bjorken","James Bjorken"
"http://dbpedia.org/resource/John_J._Young,_Jr.","John J. Young, Jr."
"http://dbpedia.org/resource/Michael_S._Hopkins","Michael S. Hopkins"
"http://dbpedia.org/resource/Ron_Hayes","Ron Hayes"
"http://dbpedia.org/resource/Alan_G._Marshall","Alan G. Marshall"
"http://dbpedia.org/resource/Chase_T._Rogers","Chase T. Rogers"
"http://dbpedia.org/resource/Clarence_F._Lea","Clarence F. Lea"
"http://dbpedia.org/resource/David_Avis","David Avis"
"http://dbpedia.org/resource/Kenneth_G._Matheson","Kenneth G. Matheson"
"http://dbpedia.org/resource/Miquel_Faig","Miquel Faig"
"http://dbpedia.org/resource/Richard_S._Sutton","Richard S. Sutton"
"http://dbpedia.org/resource/Vamsi_Mootha","Vamsi Mootha"
"http://dbpedia.org/resource/John_Roos","John Roos"
"http://dbpedia.org/resource/Kori_Schake","Kori Schake"
"http://dbpedia.org/resource/Venky_Harinarayan","Venky Harinarayan"
"http://dbpedia.org/resource/Dana_L._Christensen","Dana L. Christensen"
"http://dbpedia.org/resource/Paul_Deneve","Paul Deneve"
"http://dbpedia.org/resource/Gary_B._Mesibov","Gary B. Mesibov"
"http://dbpedia.org/resource/Jane_Chen","Jane Chen"
"http://dbpedia.org/resource/R._Keith_McCormick","R. Keith McCormick"
"http://dbpedia.org/resource/Alan_J._Viergutz","Alan J. Viergutz"
"http://dbpedia.org/resource/Barbara_G._Ryder","Barbara G. Ryder"
"http://dbpedia.org/resource/Brian_Singerman","Brian Singerman"
"http://dbpedia.org/resource/Bud_Colligan","Bud Colligan"
"http://dbpedia.org/resource/Devavrat_Shah","Devavrat Shah"
"http://dbpedia.org/resource/Jackie_Sumell","Jackie Sumell"
"http://dbpedia.org/resource/James_H._Shelton","James H. Shelton"
"http://dbpedia.org/resource/Jane_Blankenship","Jane Blankenship"
"http://dbpedia.org/resource/Kim_Kimoon","Kim Kimoon"
"http://dbpedia.org/resource/Liao_Cheng-hao","Liao Cheng-hao"
"http://dbpedia.org/resource/Mung_Chiang","Mung Chiang"
"http://dbpedia.org/resource/Nicole_Aunapu_Mann","Nicole Aunapu Mann"
"http://dbpedia.org/resource/Rob_Reich","Rob Reich"
"http://dbpedia.org/resource/Ruth_Porat","Ruth Porat"
"http://dbpedia.org/resource/Shea_Jia-dong","Shea Jia-dong"
"http://dbpedia.org/resource/James_J._Kuffner_Jr.","James J. Kuffner Jr."
"http://dbpedia.org/resource/Richard_Uihlein","Richard Uihlein"
"http://dbpedia.org/resource/Angel_Alcala","Angel Alcala"
"http://dbpedia.org/resource/Athuman_Mfutakamba","Athuman Mfutakamba"
"http://dbpedia.org/resource/Dave_Hanley","Dave Hanley"
"http://dbpedia.org/resource/Gregory_Raleigh","Gregory Raleigh"
"http://dbpedia.org/resource/Harry_E._Wheeler","Harry E. Wheeler"
"http://dbpedia.org/resource/Henrich_R._Greve","Henrich R. Greve"
"http://dbpedia.org/resource/Lise_Getoor","Lise Getoor"
"http://dbpedia.org/resource/Manish_S._Shah","Manish S. Shah"
"http://dbpedia.org/resource/Marcus_Feldman","Marcus Feldman"
"http://dbpedia.org/resource/Neil_Rimer","Neil Rimer"
"http://dbpedia.org/resource/Rahul_Panicker","Rahul Panicker"
"http://dbpedia.org/resource/Amy_Mainzer","Amy Mainzer"
"http://dbpedia.org/resource/Beth_Kerttula","Beth Kerttula"
"http://dbpedia.org/resource/David_Brown_(producer)","David Brown (producer)"
"http://dbpedia.org/resource/David_Wu","David Wu"
"http://dbpedia.org/resource/Jorge_Cham","Jorge Cham"
"http://dbpedia.org/resource/Lou_Henry_Hoover","Lou Henry Hoover"
"http://dbpedia.org/resource/Michael_Tolan","Michael Tolan"
"http://dbpedia.org/resource/Paul_Winfield","Paul Winfield"
"http://dbpedia.org/resource/Robert_Carr_(programmer)","Robert Carr (programmer)"
"http://dbpedia.org/resource/Ronna_Romney","Ronna Romney"
"http://dbpedia.org/resource/Young_Boozer","Young Boozer"
"http://dbpedia.org/resource/Alejandro_Toledo","Alejandro Toledo"
"http://dbpedia.org/resource/Doodles_Weaver","Doodles Weaver"
"http://dbpedia.org/resource/Jeff_Rulifson","Jeff Rulifson"
"http://dbpedia.org/resource/Jeffrey_Eugenides","Jeffrey Eugenides"
"http://dbpedia.org/resource/Larry_Page","Larry Page"
"http://dbpedia.org/resource/Roger_Corman","Roger Corman"
"http://dbpedia.org/resource/Ron_Rivest","Ron Rivest"
"http://dbpedia.org/resource/Sergey_Brin","Sergey Brin"
"http://dbpedia.org/resource/Sigourney_Weaver","Sigourney Weaver"
"http://dbpedia.org/resource/Alex_Tizon","Alex Tizon"
"http://dbpedia.org/resource/Bradford_Perkins_(architect)","Bradford Perkins (architect)"
"http://dbpedia.org/resource/Charles_Brenner","Charles Brenner"
"http://dbpedia.org/resource/Gina_Bianchini","Gina Bianchini"
"http://dbpedia.org/resource/Jeff_Sheng","Jeff Sheng"
"http://dbpedia.org/resource/Jennifer_Siebel_Newsom","Jennifer Siebel Newsom"
"http://dbpedia.org/resource/Jim_Sensenbrenner","Jim Sensenbrenner"
"http://dbpedia.org/resource/Joseph_Bouchard","Joseph Bouchard"
"http://dbpedia.org/resource/Lindsey_Holmes","Lindsey Holmes"
"http://dbpedia.org/resource/Marc_Feinstein","Marc Feinstein"
"http://dbpedia.org/resource/Max_Gruenberg","Max Gruenberg"
"http://dbpedia.org/resource/Patricia_Lantz","Patricia Lantz"
"http://dbpedia.org/resource/Susan_Almy","Susan Almy"
"http://dbpedia.org/resource/Jay_Roach","Jay Roach"
"http://dbpedia.org/resource/Marcian_Hoff","Marcian Hoff"
"http://dbpedia.org/resource/Mark_Hatfield","Mark Hatfield"
"http://dbpedia.org/resource/Olene_Walker","Olene Walker"
"http://dbpedia.org/resource/Regina_Ip","Regina Ip"
"http://dbpedia.org/resource/Stephen_L._Carter","Stephen L. Carter"
"http://dbpedia.org/resource/Clark_Kerr","Clark Kerr"
"http://dbpedia.org/resource/Jennifer_Dunn_(politician)","Jennifer Dunn (politician)"
"http://dbpedia.org/resource/Richard_P._Brent","Richard P. Brent"
"http://dbpedia.org/resource/Dado_Banatao","Dado Banatao"
"http://dbpedia.org/resource/Donald_Tresidder","Donald Tresidder"
"http://dbpedia.org/resource/Paul_Slovic","Paul Slovic"
"http://dbpedia.org/resource/Thomas_Gilovich","Thomas Gilovich"
"http://dbpedia.org/resource/Anthony_Kennedy","Anthony Kennedy"
"http://dbpedia.org/resource/George_Tchobanoglous","George Tchobanoglous"
"http://dbpedia.org/resource/C._Kumar_N._Patel","C. Kumar N. Patel"
"http://dbpedia.org/resource/James_F._Lloyd","James F. Lloyd"
"http://dbpedia.org/resource/Kathleen_Matthews","Kathleen Matthews"
"http://dbpedia.org/resource/Keith_Holyoak","Keith Holyoak"
"http://dbpedia.org/resource/Naomi_Oreskes","Naomi Oreskes"
"http://dbpedia.org/resource/Karl_Eikenberry","Karl Eikenberry"
"http://dbpedia.org/resource/Sharmeen_Obaid-Chinoy","Sharmeen Obaid-Chinoy"
"http://dbpedia.org/resource/Betty_Binns_Fletcher","Betty Binns Fletcher"
"http://dbpedia.org/resource/Michelle_T._Friedland","Michelle T. Friedland"
"http://dbpedia.org/resource/Carl_J._Gilbert","Carl J. Gilbert"
"http://dbpedia.org/resource/Josep_Torrellas","Josep Torrellas"
"http://dbpedia.org/resource/Leslie_Ungerleider","Leslie Ungerleider"
"http://dbpedia.org/resource/Dean_L._Hubbard","Dean L. Hubbard"
"http://dbpedia.org/resource/Kelly_McDowell","Kelly McDowell"
"http://dbpedia.org/resource/C._Allin_Cornell","C. Allin Cornell"
"http://dbpedia.org/resource/Dick_Gould","Dick Gould"
"http://dbpedia.org/resource/Hugh_Gusterson","Hugh Gusterson"
"http://dbpedia.org/resource/Insoo_Hyun","Insoo Hyun"
"http://dbpedia.org/resource/James_Bloodworth,_Jr.","James Bloodworth, Jr."
"http://dbpedia.org/resource/Judy_Illes","Judy Illes"
"http://dbpedia.org/resource/Julie_Bunn","Julie Bunn"
"http://dbpedia.org/resource/Kathleen_Gerson","Kathleen Gerson"
"http://dbpedia.org/resource/Peter_Dalglish","Peter Dalglish"
"http://dbpedia.org/resource/William_T._Miller","William T. Miller"
"http://dbpedia.org/resource/Alexa_L._Wesner","Alexa L. Wesner"
"http://dbpedia.org/resource/James_Van_Remsen,_Jr.","James Van Remsen, Jr."
"http://dbpedia.org/resource/John_Pardon","John Pardon"
"http://dbpedia.org/resource/Roland_Siegwart","Roland Siegwart"
"http://dbpedia.org/resource/Arturo_Munoz_(intelligence)","Arturo Munoz (intelligence)"
"http://dbpedia.org/resource/Boris_Bershteyn","Boris Bershteyn"
"http://dbpedia.org/resource/Christopher_Burge","Christopher Burge"
"http://dbpedia.org/resource/Eran_Segal","Eran Segal"
"http://dbpedia.org/resource/Jonathan_K._Pritchard","Jonathan K. Pritchard"
"http://dbpedia.org/resource/Mark_A._Gluck","Mark A. Gluck"
"http://dbpedia.org/resource/Mark_S._Cohen","Mark S. Cohen"
"http://dbpedia.org/resource/Richard_F._Pedersen","Richard F. Pedersen"
"http://dbpedia.org/resource/Richard_W._Aldrich","Richard W. Aldrich"
"http://dbpedia.org/resource/Sim_Ann","Sim Ann"
"http://dbpedia.org/resource/Vanessa_Southern","Vanessa Southern"
"http://dbpedia.org/resource/Ali_Rowghani","Ali Rowghani"
"http://dbpedia.org/resource/António_Borges","António Borges"
"http://dbpedia.org/resource/Arthur_F._Hebard","Arthur F. Hebard"
"http://dbpedia.org/resource/Carlos_Rivas_Quiñones","Carlos Rivas Quiñones"
"http://dbpedia.org/resource/Daniel_Haber","Daniel Haber"
"http://dbpedia.org/resource/David_O._Sears","David O. Sears"
"http://dbpedia.org/resource/Robert_Hungate","Robert Hungate"
"http://dbpedia.org/resource/William_Craig_Reynolds","William Craig Reynolds"
"http://dbpedia.org/resource/Chelsea_Clinton","Chelsea Clinton"
"http://dbpedia.org/resource/Thomas_M._Cover","Thomas M. Cover"
"http://dbpedia.org/resource/Frank_Church","Frank Church"
"http://dbpedia.org/resource/Steve_Fossett","Steve Fossett"
"http://dbpedia.org/resource/Charlie_Cole_(lawyer)","Charlie Cole (lawyer)"
"http://dbpedia.org/resource/Delmer_Brown","Delmer Brown"
"http://dbpedia.org/resource/Hirofumi_Uzawa","Hirofumi Uzawa"
"http://dbpedia.org/resource/Ji_Sang-wook","Ji Sang-wook"
"http://dbpedia.org/resource/Masamitsu_Ōshima","Masamitsu Ōshima"
"http://dbpedia.org/resource/Mizuko_Ito","Mizuko Ito"
"http://dbpedia.org/resource/Philip_A._Beachy","Philip A. Beachy"
"http://dbpedia.org/resource/Pran_Nath","Pran Nath"
"http://dbpedia.org/resource/Roger_Stanier","Roger Stanier"
"http://dbpedia.org/resource/R._James_Woolsey_Jr.","R. James Woolsey Jr."
"http://dbpedia.org/resource/Chi-fu_Huang","Chi-fu Huang"
"http://dbpedia.org/resource/David_A._Kaplan","David A. Kaplan"
"http://dbpedia.org/resource/David_K._Jordan","David K. Jordan"
"http://dbpedia.org/resource/Leslie_P._Kaelbling","Leslie P. Kaelbling"
"http://dbpedia.org/resource/Neil_Daswani","Neil Daswani"
"http://dbpedia.org/resource/Richard_Shiffrin","Richard Shiffrin"
"http://dbpedia.org/resource/Richard_Statman","Richard Statman"
"http://dbpedia.org/resource/Andrew_Majda","Andrew Majda"
"http://dbpedia.org/resource/Eleni_Zaude_Gabre-Madhin","Eleni Zaude Gabre-Madhin"
"http://dbpedia.org/resource/George_McTurnan_Kahin","George McTurnan Kahin"
"http://dbpedia.org/resource/Hongkun_Park","Hongkun Park"
"http://dbpedia.org/resource/Robert_Philibosian","Robert Philibosian"
"http://dbpedia.org/resource/James_Spudich","James Spudich"
"http://dbpedia.org/resource/Donald_B._Ayer","Donald B. Ayer"
"http://dbpedia.org/resource/Adam_Schiff","Adam Schiff"
"http://dbpedia.org/resource/Azim_Premji","Azim Premji"
"http://dbpedia.org/resource/Bob_Mathias","Bob Mathias"
"http://dbpedia.org/resource/Bruce_McCandless_II","Bruce McCandless II"
"http://dbpedia.org/resource/Carly_Fiorina","Carly Fiorina"
"http://dbpedia.org/resource/Dianne_Feinstein","Dianne Feinstein"
"http://dbpedia.org/resource/Ehud_Barak","Ehud Barak"
"http://dbpedia.org/resource/Judy_Biggert","Judy Biggert"
"http://dbpedia.org/resource/Kent_Conrad","Kent Conrad"
"http://dbpedia.org/resource/Liza_Dalby","Liza Dalby"
"http://dbpedia.org/resource/Max_Baucus","Max Baucus"
"http://dbpedia.org/resource/Menzies_Campbell","Menzies Campbell"
"http://dbpedia.org/resource/Owen_K._Garriott","Owen K. Garriott"
"http://dbpedia.org/resource/Phil_Knight","Phil Knight"
"http://dbpedia.org/resource/Rick_Levin","Rick Levin"
"http://dbpedia.org/resource/Ron_Wyden","Ron Wyden"
"http://dbpedia.org/resource/Scott_Turow","Scott Turow"
"http://dbpedia.org/resource/Stephen_Robinson","Stephen Robinson"
"http://dbpedia.org/resource/Vladimir_Bukovsky","Vladimir Bukovsky"
"http://dbpedia.org/resource/William_Redington_Hewlett","William Redington Hewlett"
"http://dbpedia.org/resource/Xavier_Becerra","Xavier Becerra"
"http://dbpedia.org/resource/Zoe_Lofgren","Zoe Lofgren"
"http://dbpedia.org/resource/Goli_Ameri","Goli Ameri"
"http://dbpedia.org/resource/Mark_Lepper","Mark Lepper"
"http://dbpedia.org/resource/Mohammad_Reza_Aref","Mohammad Reza Aref"
"http://dbpedia.org/resource/Alvy_Ray_Smith","Alvy Ray Smith"
"http://dbpedia.org/resource/Cory_Booker","Cory Booker"
"http://dbpedia.org/resource/Dan_Lipinski","Dan Lipinski"
"http://dbpedia.org/resource/Dana_Gioia","Dana Gioia"
"http://dbpedia.org/resource/Daphne_Koller","Daphne Koller"
"http://dbpedia.org/resource/David_Ludwig_(physician)","David Ludwig (physician)"
"http://dbpedia.org/resource/Eliane_Karp","Eliane Karp"
"http://dbpedia.org/resource/Gretchen_Carlson","Gretchen Carlson"
"http://dbpedia.org/resource/John_B._Taylor","John B. Taylor"
"http://dbpedia.org/resource/Kevin_Young_(poet)","Kevin Young (poet)"
"http://dbpedia.org/resource/Larry_Tesler","Larry Tesler"
"http://dbpedia.org/resource/Loren_Leman","Loren Leman"
"http://dbpedia.org/resource/Paul_Davenport","Paul Davenport"
"http://dbpedia.org/resource/Paul_Kocher","Paul Kocher"
"http://dbpedia.org/resource/Rachel_Maddow","Rachel Maddow"
"http://dbpedia.org/resource/Steve_Jurvetson","Steve Jurvetson"
"http://dbpedia.org/resource/William_R._Brody","William R. Brody"
"http://dbpedia.org/resource/Daniel_Sleator","Daniel Sleator"
"http://dbpedia.org/resource/Ramanathan_V._Guha","Ramanathan V. Guha"
"http://dbpedia.org/resource/William_Perry","William Perry"
"http://dbpedia.org/resource/Allen_Newell","Allen Newell"
"http://dbpedia.org/resource/Carl_Wieman","Carl Wieman"
"http://dbpedia.org/resource/Eric_Temple_Bell","Eric Temple Bell"
"http://dbpedia.org/resource/Guy_Kawasaki","Guy Kawasaki"
"http://dbpedia.org/resource/Henry_M._Jackson","Henry M. Jackson"
"http://dbpedia.org/resource/John_Hopcroft","John Hopcroft"
"http://dbpedia.org/resource/Bertrand_Meyer","Bertrand Meyer"
"http://dbpedia.org/resource/David_Filo","David Filo"
"http://dbpedia.org/resource/Homer_Lea","Homer Lea"
"http://dbpedia.org/resource/Kurtwood_Smith","Kurtwood Smith"
"http://dbpedia.org/resource/Michael_Huffington","Michael Huffington"
"http://dbpedia.org/resource/Raj_Reddy","Raj Reddy"
"http://dbpedia.org/resource/Allison_Amend","Allison Amend"
"http://dbpedia.org/resource/Alma_Martinez_(actress)","Alma Martinez (actress)"
"http://dbpedia.org/resource/Bruce_Rittmann","Bruce Rittmann"
"http://dbpedia.org/resource/Gillian_Lester","Gillian Lester"
"http://dbpedia.org/resource/Grant_Starrett","Grant Starrett"
"http://dbpedia.org/resource/Jeffrey_Christopher_Smith","Jeffrey Christopher Smith"
"http://dbpedia.org/resource/John_Gery","John Gery"
"http://dbpedia.org/resource/Justin_Schein","Justin Schein"
"http://dbpedia.org/resource/Tracy_Chou","Tracy Chou"
"http://dbpedia.org/resource/Amir_Alexander","Amir Alexander"
"http://dbpedia.org/resource/André_Neves","André Neves"
"http://dbpedia.org/resource/Anthony_Phan","Anthony Phan"
"http://dbpedia.org/resource/Christina_Riesselman","Christina Riesselman"
"http://dbpedia.org/resource/Darra_Goldstein","Darra Goldstein"
"http://dbpedia.org/resource/David_E._Osborne","David E. Osborne"
"http://dbpedia.org/resource/Denis_Wirtz","Denis Wirtz"
"http://dbpedia.org/resource/Gary_Mekikian","Gary Mekikian"
"http://dbpedia.org/resource/James_Ferrell","James Ferrell"
"http://dbpedia.org/resource/Jeff_Seibert","Jeff Seibert"
"http://dbpedia.org/resource/Khanh_Doan","Khanh Doan"
"http://dbpedia.org/resource/Reza_Zadeh","Reza Zadeh"
"http://dbpedia.org/resource/Robert_W._Heath_Jr.","Robert W. Heath Jr."
"http://dbpedia.org/resource/Stephanie_A._Majewski","Stephanie A. Majewski"
"http://dbpedia.org/resource/Thomas_Lengauer","Thomas Lengauer"
"http://dbpedia.org/resource/Adam_Nash_(executive)","Adam Nash (executive)"
"http://dbpedia.org/resource/Akintunde_Akinwande","Akintunde Akinwande"
"http://dbpedia.org/resource/Burt_L._Talcott","Burt L. Talcott"
"http://dbpedia.org/resource/Devah_Pager","Devah Pager"
"http://dbpedia.org/resource/Doug_Walgren","Doug Walgren"
"http://dbpedia.org/resource/Frank_Hodsoll","Frank Hodsoll"
"http://dbpedia.org/resource/Jerre_Noe","Jerre Noe"
"http://dbpedia.org/resource/Joe_Belfiore","Joe Belfiore"
"http://dbpedia.org/resource/John_Holdren","John Holdren"
"http://dbpedia.org/resource/Peter_Currie_(businessman)","Peter Currie (businessman)"
"http://dbpedia.org/resource/Richard_Rodriguez","Richard Rodriguez"
"http://dbpedia.org/resource/William_J._Crowe","William J. Crowe"
"http://dbpedia.org/resource/Edward_Ginzton","Edward Ginzton"
"http://dbpedia.org/resource/Catharine_Cox_Miles","Catharine Cox Miles"
"http://dbpedia.org/resource/Gina_Arnold","Gina Arnold"
"http://dbpedia.org/resource/John_Robert_Anderson_(psychologist)","John Robert Anderson (psychologist)"
"http://dbpedia.org/resource/Karen_Cushman","Karen Cushman"
"http://dbpedia.org/resource/Keith_H._Basso","Keith H. Basso"
"http://dbpedia.org/resource/Kyriakos_Mitsotakis","Kyriakos Mitsotakis"
"http://dbpedia.org/resource/Lera_Boroditsky","Lera Boroditsky"
"http://dbpedia.org/resource/Mao_Daolin","Mao Daolin"
"http://dbpedia.org/resource/Meribeth_E._Cameron","Meribeth E. Cameron"
"http://dbpedia.org/resource/Pete_Williams_(journalist)","Pete Williams (journalist)"
"http://dbpedia.org/resource/Robert_Fellmeth","Robert Fellmeth"
"http://dbpedia.org/resource/Tracey_Edmonds","Tracey Edmonds"
"http://dbpedia.org/resource/Will_Rogers_Jr.","Will Rogers Jr."
"http://dbpedia.org/resource/William_Robert_Graham","William Robert Graham"
"http://dbpedia.org/resource/David_Cass","David Cass"
"http://dbpedia.org/resource/Ellis_E._Patterson","Ellis E. Patterson"
"http://dbpedia.org/resource/Eric_Cheng","Eric Cheng"
"http://dbpedia.org/resource/Ibrahim_Lipumba","Ibrahim Lipumba"
"http://dbpedia.org/resource/Joseph_DeRisi","Joseph DeRisi"
"http://dbpedia.org/resource/Steve_Horn","Steve Horn"
"http://dbpedia.org/resource/David_Eppstein","David Eppstein"
"http://dbpedia.org/resource/Herbert_M._Allison","Herbert M. Allison"
"http://dbpedia.org/resource/Joel_Primack","Joel Primack"
"http://dbpedia.org/resource/John_M._Rogers","John M. Rogers"
"http://dbpedia.org/resource/LaFayette_L._Patterson","LaFayette L. Patterson"
"http://dbpedia.org/resource/Max_Steineke","Max Steineke"
"http://dbpedia.org/resource/Nancy_Cantor","Nancy Cantor"
"http://dbpedia.org/resource/Oswald_Garrison_Villard,_Jr.","Oswald Garrison Villard, Jr."
"http://dbpedia.org/resource/Otis_Chandler","Otis Chandler"
"http://dbpedia.org/resource/Peter_Sarnak","Peter Sarnak"
"http://dbpedia.org/resource/Timothy_Steele","Timothy Steele"
"http://dbpedia.org/resource/Urs_Hölzle","Urs Hölzle"
"http://dbpedia.org/resource/Bill_Halter","Bill Halter"
"http://dbpedia.org/resource/Edmund_Heller","Edmund Heller"
"http://dbpedia.org/resource/Harry_Frederick_Recher","Harry Frederick Recher"
"http://dbpedia.org/resource/Justina_Chen","Justina Chen"
"http://dbpedia.org/resource/Kathleen_Hays","Kathleen Hays"
"http://dbpedia.org/resource/Maria_Echaveste","Maria Echaveste"
"http://dbpedia.org/resource/Richard_D._Wolff","Richard D. Wolff"
"http://dbpedia.org/resource/William_Denman_Eberle","William Denman Eberle"
"http://dbpedia.org/resource/David_E._Bell","David E. Bell"
"http://dbpedia.org/resource/Dennis_P._Lockhart","Dennis P. Lockhart"
"http://dbpedia.org/resource/Erik_Sten","Erik Sten"
"http://dbpedia.org/resource/Herbert_Solomon","Herbert Solomon"
"http://dbpedia.org/resource/Ken_Howery","Ken Howery"
"http://dbpedia.org/resource/Russ_Altman","Russ Altman"
"http://dbpedia.org/resource/Siegfried_Linkwitz","Siegfried Linkwitz"
"http://dbpedia.org/resource/Stan_Kinsey","Stan Kinsey"
"http://dbpedia.org/resource/Jeremy_M._Berg","Jeremy M. Berg"
"http://dbpedia.org/resource/Peter_E._Hart","Peter E. Hart"
"http://dbpedia.org/resource/Ross_Miller","Ross Miller"
"http://dbpedia.org/resource/Tachi_Yamada","Tachi Yamada"
"http://dbpedia.org/resource/William_R._Simpson","William R. Simpson"
"http://dbpedia.org/resource/Anthony_L._Komaroff","Anthony L. Komaroff"
"http://dbpedia.org/resource/Ben_Rattray","Ben Rattray"
"http://dbpedia.org/resource/Carol_Espy-Wilson","Carol Espy-Wilson"
"http://dbpedia.org/resource/Duf_Sundheim","Duf Sundheim"
"http://dbpedia.org/resource/Myra_Keen","Myra Keen"
"http://dbpedia.org/resource/Steven_J._Davis","Steven J. Davis"
"http://dbpedia.org/resource/Craig_H._Barratt","Craig H. Barratt"
"http://dbpedia.org/resource/David_D._Pollard","David D. Pollard"
"http://dbpedia.org/resource/E._Lowell_Kelly","E. Lowell Kelly"
"http://dbpedia.org/resource/James_F._Price","James F. Price"
"http://dbpedia.org/resource/Louise_Pearce","Louise Pearce"
"http://dbpedia.org/resource/Paul_Segre","Paul Segre"
"http://dbpedia.org/resource/Razmig_Hovaghimian","Razmig Hovaghimian"
"http://dbpedia.org/resource/Mark_Rosekind","Mark Rosekind"
"http://dbpedia.org/resource/Mohsen_Moazami","Mohsen Moazami"
"http://dbpedia.org/resource/Robert_L._Phillips","Robert L. Phillips"
"http://dbpedia.org/resource/Janet_E._Mertz","Janet E. Mertz"
"http://dbpedia.org/resource/John_B._Thomas","John B. Thomas"
"http://dbpedia.org/resource/Pulkit_Jaiswal","Pulkit Jaiswal"
"http://dbpedia.org/resource/Ronald_H._Chilcote","Ronald H. Chilcote"
"http://dbpedia.org/resource/Stephanie_Hannon","Stephanie Hannon"
"http://dbpedia.org/resource/Vasco_M._Tanner","Vasco M. Tanner"
"http://dbpedia.org/resource/A._Blaine_Bowman","A. Blaine Bowman"
"http://dbpedia.org/resource/Alain_Rossmann","Alain Rossmann"
"http://dbpedia.org/resource/Bharat_Ratra","Bharat Ratra"
"http://dbpedia.org/resource/Brad_Freeman","Brad Freeman"
"http://dbpedia.org/resource/Joyce_P._Jacobsen","Joyce P. Jacobsen"
"http://dbpedia.org/resource/Kyle_Steenland","Kyle Steenland"
"http://dbpedia.org/resource/Verne_Orr","Verne Orr"
"http://dbpedia.org/resource/Alan_Cranston","Alan Cranston"
"http://dbpedia.org/resource/Arif_Zaman","Arif Zaman"
"http://dbpedia.org/resource/Capri_Cafaro","Capri Cafaro"
"http://dbpedia.org/resource/Charles_Stark_Draper","Charles Stark Draper"
"http://dbpedia.org/resource/E._Fuller_Torrey","E. Fuller Torrey"
"http://dbpedia.org/resource/James_Tour","James Tour"
"http://dbpedia.org/resource/John_Ehrlichman","John Ehrlichman"
"http://dbpedia.org/resource/Julius_Adler_(biochemist)","Julius Adler (biochemist)"
"http://dbpedia.org/resource/Laurene_Powell_Jobs","Laurene Powell Jobs"
"http://dbpedia.org/resource/Loren_Mosher","Loren Mosher"
"http://dbpedia.org/resource/Michael_Heath_(computer_scientist)","Michael Heath (computer scientist)"
"http://dbpedia.org/resource/Peter_Buffett","Peter Buffett"
"http://dbpedia.org/resource/Reid_Hoffman","Reid Hoffman"
"http://dbpedia.org/resource/Stephen_Breyer","Stephen Breyer"
"http://dbpedia.org/resource/Steve_Deering","Steve Deering"
"http://dbpedia.org/resource/Vaughan_Pratt","Vaughan Pratt"
"http://dbpedia.org/resource/Barney_Pell","Barney Pell"
"http://dbpedia.org/resource/Eugene_England","Eugene England"
"http://dbpedia.org/resource/Jared_Weinstein","Jared Weinstein"
"http://dbpedia.org/resource/John_Livermore","John Livermore"
